Timestamp,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Primary Encoder Velocity,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Brownout Sticky Warning,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Current,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Primary Encoder Velocity,SparkMax/////0b40ef0b-5702-416a-af0d-e1724e98f644 Current,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Brownout Warning,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Primary Encoder Velocity,SparkMax/////cc596fcc-45e9-4a23-8b44-0e26a54f0d3d Current,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Ext EEPROM Warning,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Primary Encoder Velocity,SparkMax/////12c5eae9-f668-44de-a196-736add5fa54e Current,SparkMax/////f2e4c326-a20a-4966-9422-e45ddde51ed1 Ext EEPROM Sticky Warning
1771298582657,,,,,,,0.02807733789086342,,,,,
1771298582673,,,,,,,,,,-102.93042755126953,,
1771298582707,,,,,,,,0,,,,
1771298582756,,,,,,,,,,,24.212454212454194,
1771298582791,,,,,,,,,,,,0
1771298582807,,0,,,,,,,,,,
1771298582891,-102.32109069824219,,,,,,,,,,,
1771298582913,,,,-0.0523197241127491,,,,,,,,
1771298582933,,,19.853479853479836,,,,,,,,,
1771298582953,,,,,,0,,,,,,
1771298582973,,,,,0.4761904761904758,,,,,,,
1771298582997,,,,,,,,,0,,,
1771298583033,,,,,,,0.031775329262018204,,,,,
1771298583055,,,,,,,,,,-103.41677856445312,,
1771298583092,,,,,,,,0,,,,
1771298583110,,,,,,,,,,,25.20146520146518,
1771298583129,,,,,,,,,,,,0
1771298583150,-102.32108306884766,,,,,,,,,,,
1771298583171,,0,,,,,,,,,,
1771298583208,,,20.439560439560424,,,,,,,,,
1771298583242,,,,-0.008902570232748985,,,,,,,,
1771298583304,,,,,0,,,,,,,
1771298583324,,,,,,0,,,,,,
1771298583344,,,,,,,,,0,,,
1771298583388,,,,,,,0.002328364411368966,,,,,
1771298583408,,,,,,,,,,-103.32788848876953,,
1771298583429,,,,,,,,,,,,0
1771298583454,,,,,,,,0,,,,
1771298583474,,,,,,,,,,,29.047619047619023,
1771298583513,-101.72267150878906,,,,,,,,,,,
1771298583551,,0,,,,,,,,,,
1771298583586,,,20.80586080586079,,,,,,,,,
1771298583607,,,,-0.06916612386703491,,,,,,,,
1771298583623,,,,,,0,,,,,,
