Timestamp,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Ext EEPROM Sticky Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Current,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Current,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Brownout Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Brownout Sticky Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Current,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Primary Encoder Velocity,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Ext EEPROM Warning,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Current
1771296353073,,,,,,,,,,,,4.981684981684977
1771296353091,-8.60700511932373,,,,,,,,,,,
1771296353111,,0,,,,,,,,,,
1771296353128,,,6.520146520146515,,,,,,,,,
1771296353147,,,,-8.377429008483887,,,,,,,,
1771296353168,,,,,,0,,,,,,
1771296353187,,,,,0.2197802197802196,,,,,,,
1771296353207,,,,,,,8.765196800231934,,,,,
1771296353226,,,,,,,,,5.421245421245417,,,
1771296353246,,,,,,,,0,,,,
1771296353269,,,,,,,,,,8.646312713623047,,
1771296353291,,,,,,,,,,,0,
1771296353334,,,,,,,,,,,,4.029304029304026
1771296353356,-8.716986656188965,,,,,,,,,,,
1771296353379,,0,,,,,,,,,,
1771296353418,,,5.311355311355307,,,,,,,,,
1771296353439,,,,,,0,,,,,,
1771296353466,,,,-8.97582721710205,,,,,,,,
1771296353488,,,,,,,8.798341751098633,,,,,
1771296353508,,,,,0.0366300366300366,,,,,,,
1771296353527,,,,,,,,0,,,,
1771296353546,,,,,,,,,3.6996336996336967,,,
1771296353577,,,,,,,,,,9.180193901062012,,
