Timestamp,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Brownout Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Brownout Sticky Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Current,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Current,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Ext EEPROM Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Ext EEPROM Sticky Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Current,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Current
1771296598794,,,0,,,,,,,,,
1771296598809,,,,,,,0,,,,,
1771296598833,,,,,7.459395408630371,,,,,,,
1771296598855,,,,,,,,-6.691308498382568,,,,
1771296598874,,,,,,8.461538461538455,,,,,,
1771296598893,,,,,,,,,,13.919413919413907,,
1771296598907,,,,,,,,,0,,,
1771296598922,,,,,,,,,,,0.0015568514354526997,
1771296598937,0,,,,,,,,,,,
1771296598955,,,,,,,,,,,,0
1771296598973,,7.393653392791748,,,,,,,,,,
1771296598991,,,,12.234432234432225,,,,,,,,
1771296599011,,,0,,,,,,,,,
1771296599027,,,,,,,0,,,,,
1771296599043,,,,,7.198892116546631,,,,,,,
1771296599061,,,,,,,,-7.101922988891602,,,,
1771296599080,,,,,,8.901098901098894,,,,,,
1771296599104,,,,,,,,,,10.402930402930394,,
1771296599121,,,,,,,,,0,,,
1771296599137,,,,,,,,,,,0.0015568514354526997,
1771296599155,0,,,,,,,,,,,
1771296599175,,,,,,,,,,,,0
1771296599198,,8.102982521057129,,,,,,,,,,
1771296599216,,,,10.769230769230761,,,,,,,,
1771296599234,,,0,,,,,,,,,
1771296599251,,,,,7.38981819152832,,,,,,,
1771296599267,,,,,,,0,,,,,
1771296599284,,,,,,6.739926739926735,,,,,,
1771296599299,,,,,,,,-7.621148586273193,,,,
1771296599321,,,,,,,,,,7.728937728937723,,
1771296599336,,,,,,,,,0,,,
1771296599354,,,,,,,,,,,0.0015568514354526997,
1771296599372,0,,,,,,,,,,,
1771296599387,,,,,,,,,,,,0
1771296599406,,8.008479118347168,,,,,,,,,,
1771296599427,,,,8.498168498168491,,,,,,,,
1771296599445,,,0,,,,,,,,,
1771296599467,,,,,8.21803092956543,,,,,,,
1771296599483,,,,,,,0,,,,,
1771296599503,,,,,,7.1062271062271005,,,,,,
1771296599527,,,,,,,,-8.505789756774902,,,,
1771296599544,,,,,,,,,,8.901098901098894,,
1771296599561,,,,,,,,,0,,,
1771296599581,0,,,,,,,,,,,
1771296599599,,,,,,,,,,,0.0015568514354526997,
1771296599618,,7.694423198699951,,,,,,,,,,
1771296599637,,,,,,,,,,,,0
1771296599662,,,,7.32600732600732,,,,,,,,
1771296599683,,,0,,,,,,,,,
1771296599707,,,,,,,0,,,,,
1771296599730,,,,,8.46579647064209,,,,,,,
1771296599748,,,,,,,,-8.425529479980469,,,,
1771296599766,,,,,,12.197802197802188,,,,,,
1771296599806,,,,,,,,,,10.586080586080577,,
1771296599830,,,,,,,,,0,,,
1771296599851,0,,,,,,,,,,,
1771296599873,,,,,,,,,,,0.0015568514354526997,
1771296599892,,7.772355079650879,,,,,,,,,,
1771296599909,,,,,,,,,,,,0
1771296599930,,,,10.586080586080577,,,,,,,,
1771296599952,,,0,,,,,,,,,
1771296599970,,,,,7.519110679626465,,,,,,,
1771296599986,,,,,,,0,,,,,
1771296600007,,,,,,9.633699633699626,,,,,,
1771296600025,,,,,,,,-7.5029497146606445,,,,
1771296600041,,,,,,,,,,7.069597069597064,,
1771296600061,,,,,,,,,0,,,
1771296600081,,,,,,,,,,,0.0015568514354526997,
1771296600102,0,,,,,,,,,,,
1771296600129,,,,,,,,,,,,0
1771296600152,,7.684972286224365,,,,,,,,,,
1771296600170,,,0,,,,,,,,,
1771296600187,,,,8.571428571428564,,,,,,,,
1771296600207,,,,,7.850423336029053,,,,,,,
1771296600227,,,,,,,0,,,,,
1771296600245,,,,,,6.630036630036624,,,,,,
1771296600269,,,,,,,,-8.431829452514648,,,,
1771296600293,,,,,,,,,,7.948717948717942,,
1771296600315,,,,,,,,,0,,,
1771296600335,,,,,,,,,,,0.0015568514354526997,
1771296600356,0,,,,,,,,,,,
1771296600378,,,,,,,,,,,,0
1771296600398,,7.755782604217529,,,,,,,,,,
1771296600420,,,0,,,,,,,,,
1771296600442,,,,8.058608058608051,,,,,,,,
1771296600462,,,,,8.46196174621582,,,,,,,
1771296600483,,,,,,,0,,,,,
1771296600502,,,,,,7.399267399267393,,,,,,
1771296600523,,,,,,,,-8.47812271118164,,,,
1771296600549,,,,,,,,,0,,,
1771296600570,,,,,,,,,,10.109890109890102,,
1771296600592,,,,,,,,,,,0.0015568514354526997,
1771296600612,0,,,,,,,,,,,
1771296600639,,,,,,,,,,,,0
1771296600668,,7.526507377624512,,,,,,,,,,
1771296600694,,,0,,,,,,,,,
1771296600722,,,,8.827838827838821,,,,,,,,
1771296600745,,,,,7.576498508453369,,,,,,,
1771296600769,,,,,,,0,,,,,
1771296600790,,,,,,10.476190476190467,,,,,,
1771296600817,,,,,,,,-7.3735198974609375,,,,
1771296600838,,,,,,,,,0,,,
1771296600860,,,,,,,,,,11.318681318681309,,
1771296600884,,,,,,,,,,,0.0015568514354526997,
1771296600932,0,,,,,,,,,,,
1771296600953,,,,,,,,,,,,0
1771296600972,,7.734553337097168,,,,,,,,,,
1771296600993,,,0,,,,,,,,,
1771296601013,,,,7.21611721611721,,,,,,,,
1771296601034,,,,,7.906030178070068,,,,,,,
1771296601056,,,,,,,0,,,,,
1771296601076,,,,,,6.703296703296698,,,,,,
1771296601104,,,,,,,,-8.627823829650879,,,,
1771296601130,,,,,,,,,0,,,
1771296601157,,,,,,,,,,9.377289377289369,,
1771296601179,,,,,,,,,,,0.0015568514354526997,
1771296601199,0,,,,,,,,,,,
1771296601226,,,,,,,,,,,,0
1771296601250,,8.436760902404785,,,,,,,,,,
1771296601272,,,0,,,,,,,,,
1771296601295,,,,7.362637362637357,,,,,,,,
1771296601316,,,,,8.44593620300293,,,,,,,
1771296601334,,,,,,,0,,,,,
1771296601353,,,,,,9.04761904761904,,,,,,
1771296601373,,,,,,,,-7.754960536956787,,,,
1771296601391,,,,,,,,,0,,,
1771296601426,,,,,,,,,,9.999999999999991,,
1771296601449,,,,,,,,,,,0.0015568514354526997,
1771296601468,0,,,,,,,,,,,
1771296601487,,,,,,,,,,,,0
1771296601505,,8.063673973083496,,,,,,,,,,
1771296601525,,,0,,,,,,,,,
1771296601552,,,,8.754578754578747,,,,,,,,
1771296601572,,,,,7.8590521812438965,,,,,,,
1771296601597,,,,,,,0,,,,,
1771296601615,,,,,,6.849816849816844,,,,,,
1771296601633,,,,,,,,-7.823716163635254,,,,
1771296601652,,,,,,,,,0,,,
1771296601676,,,,,,,,,,7.142857142857137,,
1771296601696,,,,,,,,,,,0.0015568514354526997,
1771296601716,0,,,,,,,,,,,
1771296601741,,,,,,,,,,,,0
1771296601765,,7.743319034576416,,,,,,,,,,
1771296601786,,,0,,,,,,,,,
1771296601809,,,,7.875457875457869,,,,,,,,
1771296601835,,,,,7.545544624328613,,,,,,,
1771296601858,,,,,,,0,,,,,
1771296601884,,,,,,8.095238095238088,,,,,,
1771296601903,,,,,,,,-8.188036918640137,,,,
1771296601921,,,,,,,,,0,,,
1771296601940,,,,,,,,,,8.571428571428564,,
1771296601967,,,,,,,,,,,0.0015568514354526997,
1771296602018,0,,,,,,,,,,,
1771296602040,,,,,,,,,,,,0
1771296602063,,8.50113296508789,,,,,,,,,,
1771296602086,,,0,,,,,,,,,
1771296602108,,,,8.71794871794871,,,,,,,,
1771296602130,,,,,8.568655014038086,,,,,,,
1771296602151,,,,,,,0,,,,,
1771296602171,,,,,,10.805860805860798,,,,,,
1771296602195,,,,,,,,-7.2535400390625,,,,
1771296602220,,,,,,,,,0,,,
1771296602243,,,,,,,,,,9.120879120879113,,
1771296602267,,,,,,,,,,,0.0015568514354526997,
1771296602290,0,,,,,,,,,,,
1771296602313,,,,,,,,,,,,0
1771296602335,,7.611560821533203,,,,,,,,,,
1771296602361,,,0,,,,,,,,,
1771296602380,,,,10.732600732600725,,,,,,,,
1771296602400,,,,,7.366671085357666,,,,,,,
1771296602420,,,,,,,0,,,,,
1771296602438,,,,,,8.571428571428564,,,,,,
1771296602457,,,,,,,,-8.069700241088867,,,,
1771296602477,,,,,,,,,0,,,
1771296602499,,,,,,,,,,7.1062271062271005,,
1771296602521,,,,,,,,,,,0.0015568514354526997,
1771296602542,0,,,,,,,,,,,
1771296602566,,,,,,,,,,,,0
1771296602592,,8.036967277526855,,,,,,,,,,
1771296602618,,,0,,,,,,,,,
1771296602639,,,,6.776556776556771,,,,,,,,
1771296602662,,,,,8.565778732299805,,,,,,,
1771296602688,,,,,,,0,,,,,
1771296602711,,,,,,6.776556776556771,,,,,,
1771296602739,,,,,,,,-8.558246612548828,,,,
1771296602761,,,,,,,,,0,,,
1771296602785,,,,,,,,,,8.278388278388272,,
1771296602809,,,,,,,,,,,0.0015568514354526997,
1771296602833,0,,,,,,,,,,,
1771296602856,,,,,,,,,,,,0
1771296602878,,8.375948905944824,,,,,,,,,,
1771296602902,,,0,,,,,,,,,
1771296602922,,,,9.670329670329663,,,,,,,,
1771296602940,,,,,8.448676109313965,,,,,,,
1771296602959,,,,,,,0,,,,,
1771296602981,,,,,,10.952380952380944,,,,,,
1771296603008,,,,,,,,-7.069873809814453,,,,
1771296603027,,,,,,,,,0,,,
1771296603049,,,,,,,,,,7.582417582417576,,
1771296603071,,,,,,,,,,,0.0015568514354526997,
1771296603120,0,,,,,,,,,,,
1771296603146,,,,,,,,,,,,0
1771296603167,,7.472680568695068,,,,,,,,,,
1771296603199,,,0,,,,,,,,,
1771296603223,,,,7.619047619047612,,,,,,,,
1771296603243,,,,,7.578415870666504,,,,,,,
1771296603269,,,,,,,0,,,,,
1771296603290,,,,,,7.985347985347979,,,,,,
1771296603317,,,,,,,,-8.603033065795898,,,,
1771296603336,,,,,,,,,0,,,
1771296603359,,,,,,,,,,9.743589743589736,,
1771296603380,,,,,,,,,,,0.0015568514354526997,
1771296603402,0,,,,,,,,,,,
1771296603423,,,,,,,,,,,,0
1771296603443,,8.726299285888672,,,,,,,,,,
1771296603463,,,0,,,,,,,,,
1771296603485,,,,6.849816849816844,,,,,,,,
1771296603510,,,,,8.610428810119629,,,,,,,
1771296603537,,,,,,,0,,,,,
1771296603565,,,,,,8.315018315018309,,,,,,
1771296603594,,,,,,,,-7.85001277923584,,,,
1771296603615,,,,,,,,,0,,,
1771296603638,,,,,,,,,,6.630036630036624,,
1771296603659,,,,,,,,,,,0.0015568514354526997,
1771296603679,0,,,,,,,,,,,
1771296603709,,,,,,,,,,,,0
1771296603735,,8.501543045043945,,,,,,,,,,
1771296603755,,,0,,,,,,,,,
1771296603782,,,,7.985347985347979,,,,,,,,
1771296603810,,,,,7.665797710418701,,,,,,,
1771296603831,,,,,,,0,,,,,
1771296603856,,,,,,7.362637362637357,,,,,,
1771296603877,,,,,,,,-8.45703125,,,,
1771296603901,,,,,,,,,0,,,
1771296603922,,,,,,,,,,10.183150183150175,,
1771296603942,,,,,,,,,,,0.0015568514354526997,
1771296603962,0,,,,,,,,,,,
1771296603987,,,,,,,,,,,,0
1771296604023,,7.002762317657471,,,,,,,,,,
1771296604049,,,0,,,,,,,,,
1771296604069,,,,7.619047619047612,,,,,,,,
1771296604090,,,,,8.517842292785645,,,,,,,
1771296604117,,,,,,,0,,,,,
1771296604151,,,,,,7.362637362637357,,,,,,
1771296604178,,,,,,,,-8.218989372253418,,,,
1771296604199,,,,,,,,,0,,,
1771296604244,,,,,,,,,,6.300366300366295,,
1771296604273,,,,,,,,,,,0.0015568514354526997,
1771296604295,0,,,,,,,,,,,
1771296604327,,,,,,,,,,,,0
1771296604355,,8.150508880615234,,,,,,,,,,
1771296604379,,,0,,,,,,,,,
1771296604402,,,,7.65567765567765,,,,,,,,
1771296604428,,,,,8.145441055297852,,,,,,,
1771296604451,,,,,,,0,,,,,
1771296604472,,,,,,9.59706959706959,,,,,,
1771296604494,,,,,,,,-7.8865814208984375,,,,
1771296604519,,,,,,,,,0,,,
1771296604545,,,,,,,,,,10.54945054945054,,
1771296604569,,,,,,,,,,,0.0015568514354526997,
1771296604596,0,,,,,,,,,,,
1771296604627,,,,,,,,,,,,0
1771296604670,,8.49264144897461,,,,,,,,,,
1771296604697,,,0,,,,,,,,,
1771296604759,,,,9.377289377289369,,,,,,,,
1771296604783,,,,,7.355851650238037,,,,,,,
1771296604816,,,,,,,0,,,,,
1771296604843,,,,,,6.007326007326002,,,,,,
1771296604869,,,,,,,,,0,,,
1771296604899,,,,,,,,-8.491545677185059,,,,
1771296604931,,,,,,,,,,,0.0015568514354526997,
1771296604954,,,,,,,,,,7.948717948717942,,
1771296604972,0,,,,,,,,,,,
1771296604990,,,,,,,,,,,,0
1771296605010,,7.768109321594238,,,,,,,,,,
1771296605029,,,0,,,,,,,,,
1771296605047,,,,9.853479853479845,,,,,,,,
1771296605066,,,,,7.872748374938965,,,,,,,
1771296605085,,,,,,10.073260073260064,,,,,,
1771296605103,,,,,,,0,,,,,
1771296605124,,,,,,,,-7.482131481170654,,,,
1771296605147,,,,,,,,,0,,,
1771296605170,,,,,,,,,,6.776556776556771,,
1771296605192,,,,,,,,,,,0.0015568514354526997,
1771296605211,0,,,,,,,,,,,
1771296605237,,,,,,,,,,,,0
1771296605256,,8.339380264282227,,,,,,,,,,
1771296605278,,,0,,,,,,,,,
1771296605299,,,,8.754578754578747,,,,,,,,
1771296605317,,,,,8.308974266052246,,,,,,,
1771296605361,,,,,,,0,,,,,
1771296605383,,,,,,8.241758241758236,,,,,,
1771296605403,,,,,,,,-7.923013687133789,,,,
1771296605429,,,,,,,,,0,,,
1771296605455,,,,,,,,,,10.402930402930394,,
1771296605481,,,,,,,,,,,0.0015568514354526997,
1771296605501,0,,,,,,,,,,,
1771296605522,,,,,,,,,,,,0
1771296605543,,7.707160949707031,,,,,,,,,,
1771296605562,,,0,,,,,,,,,
1771296605579,,,,7.765567765567759,,,,,,,,
1771296605599,,,,,7.598138809204102,,,,,,,
1771296605618,,,,,,8.71794871794871,,,,,,
1771296605636,,,,,,,0,,,,,
1771296605656,,,,,,,,-7.517330646514893,,,,
1771296605676,,,,,,,,,0,,,
1771296605695,,,,,,,,,,11.318681318681309,,
