Timestamp,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Brownout Sticky Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Current,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Primary Encoder Velocity,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Ext EEPROM Warning,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Current,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Ext EEPROM Sticky Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Current,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Current,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Brownout Warning
1771296075813,,,,,,,,,,,,0
1771296075830,,,,,,,,,,0.00015799210814293474,,
1771296075848,-0.0017805141396820545,,,,,,,,,,,
1771296075867,,,,,,,,,,,0,
1771296075887,,,0,,,,,,,,,
1771296075905,,0,,,,,,,,,,
1771296075924,,,,,0,,,,,,,
1771296075942,,,,-0.004519766662269831,,,,,,,,
1771296075959,,,,,,,312.1882019042969,,,,,
1771296075979,,,,,,0,,,,,,
1771296076001,,,,,,,,,35.641025641025614,,,
1771296076022,,,,,,,,0,,,,
1771296076046,,,,,,,,,,,,0
1771296076069,,,,,,,,,,0.00015799210814293474,,
1771296076089,0.0010957010090351105,,,,,,,,,,,
1771296076108,,,,,,,,,,,0,
1771296076132,,,0,,,,,,,,,
1771296076157,,0,,,,,,,,,,
1771296076176,,,,,0,,,,,,,
1771296076195,,,,0.008217757567763329,,,,,,,,
1771296076212,,,,,,,313.1436462402344,,,,,
1771296076230,,,,,,0,,,,,,
1771296076250,,,,,,,,,32.71062271062269,,,
1771296076267,,,,,,,,0,,,,
1771296076286,,,,,,,,,,,,0
1771296076304,,,,,,,,,,0.00015799210814293474,,
1771296076321,0.002054439391940832,,,,,,,,,,,
1771296076360,,,,,,,,,,,0,
1771296076389,,,0.183150183150183,,,,,,,,,
1771296076414,,0,,,,,,,,,,
1771296076437,,,,,0,,,,,,,
1771296076458,,,,-0.0039719161577522755,,,,,,,,
1771296076482,,,,,,,313.96612548828125,,,,,
1771296076506,,,,,,0,,,,,,
1771296076528,,,,,,,,,34.68864468864466,,,
1771296076545,,,,,,,,0,,,,
1771296076565,,,,,,,,,,,,0
1771296076587,,,,,,,,,,0.00015799210814293474,,
1771296076608,-0.0002739252522587776,,,,,,,,,,,
1771296076628,,,,,,,,,,,0,
1771296076649,,,0,,,,,,,,,
1771296076683,,0,,,,,,,,,,
1771296076707,,,,,0,,,,,,,
1771296076724,,,,0.01972261816263199,,,,,,,,
1771296076746,,,,,,,313.5493469238281,,,,,
1771296076765,,,,,,0,,,,,,
1771296076784,,,,,,,,,43.04029304029301,,,
1771296076805,,,,,,,,0,,,,
1771296076823,,,,,,,,,,,,0
1771296076845,,,,,,,,,,0.00015799210814293474,,
1771296076863,0.005067616701126099,,,,,,,,,,,
1771296076883,,,,,,,,,,,0,
1771296076912,,,0,,,,,,,,,
1771296076936,,0,,,,,,,,,,
1771296076958,,,,,0,,,,,,,
1771296076981,,,,0.012189673259854317,,,,,,,,
1771296077004,,,,,,,314.0702209472656,,,,,
1771296077023,,,,,,0,,,,,,
1771296077047,,,,,,,,,37.25274725274722,,,
1771296077070,,,,,,,,0,,,,
1771296077085,,,,,,,,,,,,0
1771296077103,,,,,,,,,,0.00015799210814293474,,
1771296077121,-0.004108878783881664,,,,,,,,,,,
1771296077140,,,,,,,,,,,0,
1771296077161,,,0,,,,,,,,,
1771296077186,,0,,,,,,,,,,
1771296077210,,,,,0,,,,,,,
1771296077231,,,,-0.0032871027942746878,,,,,,,,
1771296077251,,,,,,,313.7969665527344,,,,,
1771296077271,,,,,,0,,,,,,
1771296077292,,,,,,,,,58.02197802197797,,,
1771296077309,,,,,,,,0,,,,
1771296077328,,,,,,,,,,,,0
1771296077353,,,,,,,,,,0.00015799210814293474,,
1771296077378,0.013833225704729557,,,,,,,,,,,
1771296077401,,,,,,,,,,,0,
1771296077423,,,0,,,,,,,,,
1771296077460,,0,,,,,,,,,,
1771296077492,,,,,0,,,,,,,
1771296077511,,,,0.0005478505045175552,,,,,,,,
1771296077534,,,,,,,313.5950927734375,,,,,
1771296077553,,,,,,0,,,,,,
1771296077574,,,,,,,,,38.86446886446883,,,
1771296077594,,,,,,,,0,,,,
1771296077620,,,,,,,,,,,,0
1771296077642,,,,,,,,,,0.00015799210814293474,,
1771296077665,-0.004108878783881664,,,,,,,,,,,
1771296077687,,,,,,,,,,,0,
1771296077710,,,0,,,,,,,,,
1771296077731,,0,,,,,,,,,,
1771296077754,,,,,0,,,,,,,
1771296077776,,,,-0.001506588771007955,,,,,,,,
1771296077799,,,,,,,313.786865234375,,,,,
1771296077820,,,,,,0,,,,,,
1771296077838,,,,,,,,,32.930402930402906,,,
1771296077856,,,,,,,,0,,,,
1771296077875,,,,,,,,,,,,0
1771296077895,,,,,,,,,,0.00015799210814293474,,
1771296077916,-0.001506588771007955,,,,,,,,,,,
1771296077938,,,,,,,,,,,0,
1771296077957,,,0,,,,,,,,,
1771296077982,,0,,,,,,,,,,
1771296078005,,,,,0,,,,,,,
1771296078026,,,,0.0001369626261293888,,,,,,,,
1771296078054,,,,,,,313.4690856933594,,,,,
1771296078075,,,,,,0,,,,,,
1771296078096,,,,,,,,,34.79853479853477,,,
1771296078117,,,,,,,,0,,,,
1771296078142,,,,,,,,,,,,0
1771296078164,,,,,,,,,,0.00015799210814293474,,
1771296078187,0.0001369626261293888,,,,,,,,,,,
1771296078210,,,,,,,,,,,0,
1771296078236,,,0,,,,,,,,,
1771296078258,,0,,,,,,,,,,
1771296078277,,,,,0,,,,,,,
1771296078296,,,,0.008628644980490208,,,,,,,,
1771296078320,,,,,,,312.8223571777344,,,,,
1771296078344,,,,,,0,,,,,,
1771296078368,,,,,,,,,39.267399267399234,,,
1771296078392,,,,,,,,0,,,,
1771296078414,,,,,,,,,,,,0
1771296078439,,,,,,,,,,0.00015799210814293474,,
1771296078464,-0.0032871027942746878,,,,,,,,,,,
1771296078485,,,,,,,,,,,0,
1771296078506,,,0.1098901098901098,,,,,,,,,
1771296078552,,0,,,,,,,,,,
1771296078573,,,,,0,,,,,,,
1771296078593,,,,0.009039533324539661,,,,,,,,
1771296078611,,,,,,,312.99835205078125,,,,,
1771296078632,,,,,,0,,,,,,
1771296078652,,,,,,,,,33.553113553113526,,,
1771296078675,,,,,,,,0,,,,
1771296078701,,,,,,,,,,,,0
1771296078723,,,,,,,,,,0.00015799210814293474,,
1771296078746,0.005204579792916775,,,,,,,,,,,
1771296078773,,,,,,,,,,,0,
1771296078803,,,0,,,,,,,,,
1771296078830,,0,,,,,,,,,,
1771296078850,,,,,0,,,,,,,
1771296078874,,,,-0.01205271016806364,,,,,,,,
1771296078901,,,,,,,311.3399963378906,,,,,
1771296078930,,,,,,0,,,,,,
1771296078954,,,,,,,,,43.15018315018312,,,
1771296078978,,,,,,,,0,,,,
1771296079005,,,,,,,,,,,,0
1771296079031,,,,,,,,,,0.00015799210814293474,,
1771296079056,0.001369626261293888,,,,,,,,,,,
1771296079081,,,,,,,,,,,0,
1771296079108,,,0,,,,,,,,,
1771296079133,,0,,,,,,,,,,
1771296079162,,,,,0,,,,,,,
1771296079197,,,,-0.001369626261293888,,,,,,,,
1771296079223,,,,,,,313.9494323730469,,,,,
1771296079268,,,,,,0,,,,,,
1771296079294,,,,,,,,,48.5347985347985,,,
1771296079312,,,,,,,,0,,,,
1771296079348,,,,,,,,,,,,0
1771296079368,,,,,,,,,,0.00015799210814293474,,
1771296079391,0.004793691914528608,,,,,,,,,,,
1771296079418,,,,,,,,,,,0,
1771296079455,,,0,,,,,,,,,
1771296079481,,0,,,,,,,,,,
1771296079505,,,,,0,,,,,,,
1771296079534,,,,0.0034240654204040766,,,,,,,,
1771296079557,,,,,,,310.7016296386719,,,,,
1771296079576,,,,,,0,,,,,,
1771296079598,,,,,,,,,34.21245421245418,,,
1771296079622,,,,,,,,0,,,,
1771296079681,,,,,,,,,,0.00015799210814293474,,
1771296079714,,,,,,,,,,,,0
1771296079740,,,,,,,,,,,0,
1771296079761,0.002054439391940832,,,,,,,,,,,
1771296079782,,0,,,,,,,,,,
1771296079804,,,,,0,,,,,,,
1771296079824,,,0,,,,,,,,,
1771296079849,,,,0.0012326636351644993,,,,,,,,
1771296079871,,,,,,,308.6117248535156,,,,,
1771296079892,,,,,,0,,,,,,
1771296079915,,,,,,,,,46.77655677655674,,,
