Timestamp,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Current,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Current,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Ext EEPROM Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Primary Encoder Velocity,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Current,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Ext EEPROM Sticky Warning,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Current,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Brownout Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Brownout Sticky Warning
1771295618355,,,,,,0,,,,,,
1771295618366,,,,,,,0,,,,,
1771295618376,,,,,,,,-0.0000010985544349750853,,,,
1771295618389,,,,,,,,,0,,,
1771295618400,,,,,,,,,,0,,
1771295618411,,,,,,,,,,,335.074951171875,
1771295618424,23.406593406593387,,,,,,,,,,,
1771295618441,,,,,,,,,,,,0
1771295618455,,334.9477233886719,,,,,,,,,,
1771295618465,,,18.021978021978008,,,,,,,,,
1771295618476,,,,0,,,,,,,,
1771295618487,,,,,0.0016435513971373439,,,,,,,
1771295618503,,,,,,0,,,,,,
1771295618516,,,,,,,0,,,,,
1771295618528,,,,,,,,-0.0000010985544349750853,,,,
1771295618543,,,,,,,,,0,,,
1771295618553,,,,,,,,,,0,,
1771295618564,,,,,,,,,,,334.9977111816406,
1771295618578,19.633699633699617,,,,,,,,,,,
1771295618592,,,,,,,,,,,,0
1771295618611,,334.99359130859375,,,,,,,,,,
1771295618625,,,20.622710622710606,,,,,,,,,
1771295618640,,,,0,,,,,,,,
1771295618655,,,,,-0.00041088784928433597,,,,,,,
1771295618667,,,,,,,0,,,,,
1771295618678,,,,,,0,,,,,,
1771295618691,,,,,,,,-0.0000010985544349750853,,,,
1771295618705,,,,,,,,,0,,,
1771295618716,,,,,,,,,,0,,
1771295618729,,,,,,,,,,,335.5203552246094,
1771295618743,23.956043956043935,,,,,,,,,,,
1771295618758,,,,,,,,,,,,0
1771295618772,,335.41009521484375,,,,,,,,,,
1771295618785,,,18.754578754578738,,,,,,,,,
1771295618799,,,,0,,,,,,,,
1771295618818,,,,,-0.01150486059486866,,,,,,,
1771295618832,,,,,,,0,,,,,
1771295618844,,,,,,0,,,,,,
1771295618858,,,,,,,,-0.0000010985544349750853,,,,
1771295618872,,,,,,,,,0,,,
1771295618887,,,,,,,,,,0,,
1771295618919,,,,,,,,,,,335.47967529296875,
1771295618936,,,,,,,,,,,,0
1771295618951,19.670329670329654,,,,,,,,,,,
1771295618964,,335.8241271972656,,,,,,,,,,
1771295618980,,,14.908424908424896,,,,,,,,,
1771295618996,,,,0,,,,,,,,
1771295619010,,,,,-0.003697990905493498,,,,,,,
1771295619026,,,,,,,0,,,,,
1771295619042,,,,,,0,,,,,,
1771295619061,,,,,,,,-0.0000010985544349750853,,,,
1771295619076,,,,,,,,,0,,,
1771295619092,,,,,,,,,,0,,
1771295619108,,,,,,,,,,,335.495849609375,
1771295619123,,,,,,,,,,,,0
1771295619137,20.98901098901097,,,,,,,,,,,
1771295619149,,335.4867858886719,,,,,,,,,,
1771295619165,,,15.274725274725261,,,,,,,,,
1771295619181,,,,0,,,,,,,,
1771295619200,,,,,0.005478505045175552,,,,,,,
1771295619212,,,,,,,0,,,,,
1771295619229,,,,,,0,,,,,,
1771295619241,,,,,,,,-0.0000010985544349750853,,,,
1771295619258,,,,,,,,,0,,,
1771295619272,,,,,,,,,,0,,
1771295619288,,,,,,,,,,,336.02423095703125,
1771295619299,,,,,,,,,,,,0
1771295619315,20.98901098901097,,,,,,,,,,,
1771295619329,,336.0620422363281,,,,,,,,,,
1771295619347,,,16.30036630036629,,,,,,,,,
1771295619361,,,,0,,,,,,,,
1771295619374,,,,,-0.019448691979050636,,,,,,,
1771295619387,,,,,,,0,,,,,
1771295619406,,,,,,0,,,,,,
1771295619419,,,,,,,,-0.0000010985544349750853,,,,
1771295619435,,,,,,,,,0,,,
1771295619454,,,,,,,,,,0,,
1771295619471,,,,,,,,,,,335.5910339355469,
1771295619486,,,,,,,,,,,,0
1771295619501,29.230769230769205,,,,,,,,,,,
1771295619516,,335.6134948730469,,,,,,,,,,
1771295619530,,,14.725274725274714,,,,,,,,,
1771295619542,,,,0,,,,,,,,
1771295619554,,,,,-0.002876215148717165,,,,,,,
1771295619571,,,,,,,0,,,,,
1771295619584,,,,,,0,,,,,,
1771295619597,,,,,,,,-0.0000010985544349750853,,,,
1771295619610,,,,,,,,,0,,,
1771295619626,,,,,,,,,,0,,
1771295619641,,,,,,,,,,,335.9347839355469,
1771295619653,17.472527472527457,,,,,,,,,,,
1771295619666,,,,,,,,,,,,0
1771295619678,,335.92669677734375,,,,,,,,,,
1771295619692,,,21.135531135531117,,,,,,,,,
1771295619706,,,,0,,,,,,,,
1771295619721,,,,,-0.002054439391940832,,,,,,,
1771295619739,,,,,,0,,,,,,
1771295619758,,,,,,,0,,,,,
1771295619774,,,,,,,,-0.0000010985544349750853,,,,
1771295619787,,,,,,,,,,0,,
1771295619802,,,,,,,,,0,,,
1771295619820,,,,,,,,,,,335.881103515625,
1771295619837,18.42490842490841,,,,,,,,,,,
1771295619853,,,,,,,,,,,,0
1771295619868,,335.9206848144531,,,,,,,,,,
1771295619895,,,,0,,,,,,,,
1771295619922,,,16.520146520146508,,,,,,,,,
1771295619938,,,,,-0.008080794475972652,,,,,,,
1771295619965,,,,,,,0,,,,,
1771295619977,,,,,,0,,,,,,
1771295619990,,,,,,,,-0.0000010985544349750853,,,,
1771295620005,,,,,,,,,,0,,
1771295620018,,,,,,,,,0,,,
1771295620031,,,,,,,,,,,335.8150939941406,
1771295620046,28.937728937728913,,,,,,,,,,,
1771295620061,,,,,,,,,,,,0
1771295620075,,336.2716064453125,,,,,,,,,,
1771295620089,,,20.549450549450533,,,,,,,,,
1771295620104,,,,0,,,,,,,,
1771295620119,,,,,-0.0019174766493961215,,,,,,,
1771295620134,,,,,,0,,,,,,
1771295620149,,,,,,,0,,,,,
1771295620162,,,,,,,,-0.0000010985544349750853,,,,
1771295620176,,,,,,,,,,0,,
1771295620191,,,,,,,,,0,,,
1771295620208,,,,,,,,,,,335.5787048339844,
1771295620222,20.439560439560424,,,,,,,,,,,
1771295620237,,,,,,,,,,,,0
1771295620251,,336.6294860839844,,,,,,,,,,
1771295620265,,,,0,,,,,,,,
1771295620280,,,18.20512820512819,,,,,,,,,
1771295620296,,,,,-0.004108878783881664,,,,,,,
1771295620310,,,,,,0,,,,,,
1771295620325,,,,,,,0,,,,,
1771295620339,,,,,,,,-0.0000010985544349750853,,,,
1771295620354,,,,,,,,,,0,,
1771295620370,,,,,,,,,0,,,
1771295620385,,,,,,,,,,,335.9639587402344,
1771295620399,22.19780219780218,,,,,,,,,,,
1771295620412,,,,,,,,,,,,0
1771295620427,,335.9531555175781,,,,,,,,,,
1771295620440,,,,0,,,,,,,,
1771295620454,,,19.670329670329654,,,,,,,,,
1771295620468,,,,,0.014655000530183315,,,,,,,
1771295620484,,,,,,0,,,,,,
1771295620498,,,,,,,0,,,,,
1771295620513,,,,,,,,-0.0000010985544349750853,,,,
1771295620528,,,,,,,,,0,,,
1771295620542,,,,,,,,,,0,,
1771295620555,,,,,,,,,,,336.46990966796875,
1771295620569,17.509157509157493,,,,,,,,,,,
1771295620584,,,,,,,,,,,,0
1771295620597,,336.4651184082031,,,,,,,,,,
1771295620613,,,,0,,,,,,,,
1771295620632,,,21.282051282051263,,,,,,,,,
1771295620645,,,,,-0.00602635508403182,,,,,,,
1771295620660,,,,,,0,,,,,,
1771295620677,,,,,,,0,,,,,
1771295620694,,,,,,,,-0.0000010985544349750853,,,,
1771295620708,,,,,,,,,,0,,
1771295620724,,,,,,,,,0,,,
1771295620738,,,,,,,,,,,335.90753173828125,
1771295620753,18.388278388278373,,,,,,,,,,,
1771295620769,,,,,,,,,,,,0
1771295620785,,336.6538391113281,,,,,,,,,,
1771295620801,,,,0,,,,,,,,
1771295620816,,,19.08424908424907,,,,,,,,,
1771295620833,,,,,0.0008217756985686719,,,,,,,
1771295620851,,,,,,0,,,,,,
1771295620865,,,,,,,0,,,,,
1771295620880,,,,,,,,-0.0000010985544349750853,,,,
1771295620895,,,,,,,,,,0,,
1771295620909,,,,,,,,,0,,,
1771295620923,,,,,,,,,,,336.00738525390625,
1771295620939,22.820512820512803,,,,,,,,,,,
1771295620954,,,,,,,,,,,,0
1771295620968,,336.6287841796875,,,,,,,,,,
1771295620982,,,,0,,,,,,,,
1771295621024,,,20.622710622710606,,,,,,,,,
1771295621041,,,,,0.009724345989525318,,,,,,,
1771295621064,,,,,,0,,,,,,
1771295621080,,,,,,,0,,,,,
1771295621099,,,,,,,,,,0,,
1771295621126,,,,,,,,-0.0000010985544349750853,,,,
1771295621144,,,,,,,,,,,336.531005859375,
1771295621161,,,,,,,,,0,,,
1771295621179,16.15384615384614,,,,,,,,,,,
1771295621195,,,,,,,,,,,,0
1771295621214,,336.3281555175781,,,,,,,,,,
1771295621234,,,,0,,,,,,,,
1771295621250,,,19.37728937728936,,,,,,,,,
1771295621267,,,,,0.004656728822737932,,,,,,,
1771295621284,,,,,,0,,,,,,
1771295621299,,,,,,,0,,,,,
1771295621316,,,,,,,,-0.0000010985544349750853,,,,
1771295621332,,,,,,,,,,0,,
1771295621345,,,,,,,,,0,,,
1771295621359,,,,,,,,,,,336.96734619140625,
1771295621375,30.402930402930377,,,,,,,,,,,
1771295621390,,,,,,,,,,,,0
1771295621406,,336.95599365234375,,,,,,,,,,
1771295621423,,,,0,,,,,,,,
1771295621436,,,14.76190476190475,,,,,,,,,
1771295621450,,,,,-0.0031501404009759426,,,,,,,
1771295621465,,,,,,0,,,,,,
1771295621479,,,,,,,0,,,,,
1771295621493,,,,,,,,-0.0000010985544349750853,,,,
1771295621509,,,,,,,,,,0,,
1771295621524,,,,,,,,,0,,,
1771295621539,,,,,,,,,,,336.34033203125,
1771295621555,29.157509157509132,,,,,,,,,,,
1771295621568,,,,,,,,,,,,0
1771295621585,,336.63232421875,,,,,,,,,,
1771295621601,,,,0,,,,,,,,
1771295621616,,,14.76190476190475,,,,,,,,,
1771295621637,,,,,-0.0034240654204040766,,,,,,,
1771295621653,,,,,,0,,,,,,
1771295621670,,,,,,,0,,,,,
1771295621685,,,,,,,,-0.0000010985544349750853,,,,
1771295621701,,,,,,,,,,0,,
1771295621719,,,,,,,,,0,,,
1771295621734,,,,,,,,,,,336.66015625,
1771295621749,20.80586080586079,,,,,,,,,,,
1771295621763,,,,,,,,,,,,0
1771295621778,,337.2707214355469,,,,,,,,,,
1771295621792,,,,0,,,,,,,,
1771295621808,,,15.494505494505482,,,,,,,,,
1771295621823,,,,,0.003697990905493498,,,,,,,
1771295621840,,,,,,0,,,,,,
1771295621854,,,,,,,0,,,,,
1771295621871,,,,,,,,-0.0000010985544349750853,,,,
1771295621887,,,,,,,,,,0,,
1771295621900,,,,,,,,,0,,,
1771295621915,,,,,,,,,,,336.7854919433594,
1771295621930,20.402930402930387,,,,,,,,,,,
1771295621947,,,,,,,,,,,,0
1771295621963,,336.4757995605469,,,,,,,,,,
1771295621978,,,,0,,,,,,,,
1771295621997,,,16.70329670329669,,,,,,,,,
1771295622027,,,,,0.011093972250819206,,,,,,,
1771295622050,,,,,,0,,,,,,
1771295622066,,,,,,,0,,,,,
1771295622096,,,,,,,,,,0,,
1771295622113,,,,,,,,-0.0000010985544349750853,,,,
1771295622129,,,,,,,,,,,336.8836669921875,
1771295622146,,,,,,,,,0,,,
1771295622161,20.58608058608057,,,,,,,,,,,
1771295622176,,,,,,,,,,,,0
1771295622191,,336.6766052246094,,,,,,,,,,
1771295622206,,,,0,,,,,,,,
1771295622222,,,14.285714285714274,,,,,,,,,
1771295622238,,,,,-0.007806869223713875,,,,,,,
1771295622254,,,,,,0,,,,,,
1771295622269,,,,,,,0,,,,,
1771295622285,,,,,,,,-0.0000010985544349750853,,,,
1771295622299,,,,,,,,,,0,,
1771295622317,,,,,,,,,0,,,
1771295622331,,,,,,,,,,,336.7840881347656,
1771295622347,23.36996336996335,,,,,,,,,,,
1771295622362,,,,,,,,,,,,0
1771295622380,,336.34088134765625,,,,,,,,,,
1771295622395,,,,0,,,,,,,,
1771295622411,,,16.776556776556763,,,,,,,,,
1771295622431,,,,,-0.00999827217310667,,,,,,,
1771295622452,,,,,,0,,,,,,
1771295622470,,,,,,,0,,,,,
1771295622488,,,,,,,,-0.0000010985544349750853,,,,
1771295622506,,,,,,,,,,0,,
1771295622524,,,,,,,,,0,,,
1771295622539,,,,,,,,,,,336.82122802734375,
1771295622554,21.831501831501814,,,,,,,,,,,
1771295622575,,,,,,,,,,,,0
1771295622598,,337.03857421875,,,,,,,,,,
1771295622615,,,,0,,,,,,,,
1771295622635,,,18.53479853479852,,,,,,,,,
1771295622652,,,,,-0.007669906597584486,,,,,,,
1771295622670,,,,,,0,,,,,,
1771295622686,,,,,,,0,,,,,
1771295622701,,,,,,,,-0.0000010985544349750853,,,,
1771295622717,,,,,,,,,,0,,
1771295622735,,,,,,,,,0,,,
1771295622751,,,,,,,,,,,336.68890380859375,
1771295622768,20.03663003663002,,,,,,,,,,,
1771295622784,,,,,,,,,,,,0
1771295622800,,337.2275695800781,,,,,,,,,,
1771295622815,,,,0,,,,,,,,
1771295622834,,,23.296703296703278,,,,,,,,,
1771295622850,,,,,-0.0053415424190461636,,,,,,,
1771295622866,,,,,,0,,,,,,
1771295622881,,,,,,,0,,,,,
1771295622897,,,,,,,,-0.0000010985544349750853,,,,
1771295622914,,,,,,,,,,0,,
1771295622932,,,,,,,,,0,,,
1771295622946,,,,,,,,,,,336.7671203613281,
1771295622962,34.46886446886444,,,,,,,,,,,
1771295622979,,,,,,,,,,,,0
1771295622998,,337.535888671875,,,,,,,,,,
1771295623013,,,,0,,,,,,,,
1771295623029,,,18.388278388278373,,,,,,,,,
1771295623044,,,,,0.00041088784928433597,,,,,,,
1771295623062,,,,,,0,,,,,,
1771295623078,,,,,,,0,,,,,
1771295623095,,,,,,,,-0.0000010985544349750853,,,,
1771295623112,,,,,,,,,,0,,
1771295623127,,,,,,,,,0,,,
1771295623142,,,,,,,,,,,336.84765625,
1771295623181,20.36630036630035,,,,,,,,,,,
1771295623196,,,,,,,,,,,,0
1771295623213,,,,0,,,,,,,,
1771295623229,,337.1252746582031,,,,,,,,,,
1771295623247,,,,,-0.001506588771007955,,,,,,,
1771295623263,,,18.82783882783881,,,,,,,,,
1771295623278,,,,,,0,,,,,,
1771295623296,,,,,,,0,,,,,
1771295623321,,,,,,,,-0.0000010985544349750853,,,,
1771295623339,,,,,,,,,,0,,
1771295623356,,,,,,,,,0,,,
1771295623373,,,,,,,,,,,336.601806640625,
1771295623388,20.293040293040278,,,,,,,,,,,
1771295623405,,,,,,,,,,,,0
1771295623422,,336.5976867675781,,,,,,,,,,
1771295623441,,,,0,,,,,,,,
1771295623459,,,16.630036630036617,,,,,,,,,
1771295623474,,,,,-0.004245840944349766,,,,,,,
1771295623492,,,,,,0,,,,,,
1771295623508,,,,,,,0,,,,,
1771295623526,,,,,,,,-0.0000010985544349750853,,,,
1771295623544,,,,,,,,,,0,,
1771295623558,,,,,,,,,0,,,
1771295623576,,,,,,,,,,,337.1473083496094,
1771295623592,17.948717948717935,,,,,,,,,,,
1771295623610,,,,,,,,,,,,0
1771295623628,,337.1549987792969,,,,,,,,,,
1771295623645,,,,0,,,,,,,,
1771295623661,,,16.630036630036617,,,,,,,,,
1771295623676,,,,,-0.00575243029743433,,,,,,,
1771295623694,,,,,,0,,,,,,
1771295623711,,,,,,,0,,,,,
1771295623727,,,,,,,,-0.0000010985544349750853,,,,
1771295623744,,,,,,,,,,0,,
1771295623761,,,,,,,,,0,,,
1771295623778,,,,,,,,,,,336.87066650390625,
1771295623796,23.846153846153825,,,,,,,,,,,
1771295623813,,,,,,,,,,,,0
1771295623832,,336.8147888183594,,,,,,,,,,
1771295623847,,,,0,,,,,,,,
1771295623866,,,18.60805860805859,,,,,,,,,
1771295623884,,,,,-0.0031501404009759426,,,,,,,
1771295623900,,,,,,0,,,,,,
1771295623916,,,,,,,0,,,,,
1771295623932,,,,,,,,-0.0000010985544349750853,,,,
1771295623949,,,,,,,,,,0,,
1771295623966,,,,,,,,,0,,,
1771295623983,,,,,,,,,,,337.2496337890625,
1771295624002,20.47619047619046,,,,,,,,,,,
1771295624018,,,,,,,,,,,,0
1771295624036,,337.22265625,,,,,,,,,,
1771295624055,,,,0,,,,,,,,
1771295624072,,,17.472527472527457,,,,,,,,,
1771295624091,,,,,0.012874485924839973,,,,,,,
1771295624123,,,,,,0,,,,,,
1771295624146,,,,,,,0,,,,,
1771295624166,,,,,,,,,,0,,
1771295624186,,,,,,,,-0.0000010985544349750853,,,,
1771295624203,,,,,,,,,,,336.7969970703125,
1771295624223,,,,,,,,,0,,,
1771295624257,20.36630036630035,,,,,,,,,,,
1771295624277,,,,,,,,,,,,0
1771295624297,,336.95037841796875,,,,,,,,,,
1771295624314,,,,0,,,,,,,,
1771295624333,,,15.201465201465188,,,,,,,,,
1771295624351,,,,,0.004656728822737932,,,,,,,
1771295624369,,,,,,0,,,,,,
1771295624387,,,,,,,0,,,,,
1771295624406,,,,,,,,-0.0000010985544349750853,,,,
1771295624423,,,,,,,,,,0,,
1771295624442,,,,,,,,,0,,,
1771295624461,,,,,,,,,,,337.06378173828125,
1771295624478,16.959706959706946,,,,,,,,,,,
1771295624496,,,,,,,,,,,,0
1771295624521,,337.10198974609375,,,,,,,,,,
1771295624543,,,,0,,,,,,,,
1771295624569,,,20.03663003663002,,,,,,,,,
1771295624590,,,,,0.0032871027942746878,,,,,,,
1771295624613,,,,,,,0,,,,,
1771295624637,,,,,,0,,,,,,
1771295624659,,,,,,,,-0.0000010985544349750853,,,,
1771295624679,,,,,,,,,,0,,
1771295624698,,,,,,,,,0,,,
1771295624724,,,,,,,,,,,337.259765625,
1771295624747,,,,,,,,,,,,0
1771295624775,10.512820512820504,,,,,,,,,,,
1771295624803,,337.2656555175781,,,,,,,,,,
1771295624830,,,,0,,,,,,,,
1771295624858,,,17.54578754578753,,,,,,,,,
1771295624879,,,,,0.004656728822737932,,,,,,,
1771295624905,,,,,,,0,,,,,
1771295624930,,,,,,0,,,,,,
1771295624952,,,,,,,,-0.0000010985544349750853,,,,
1771295624973,,,,,,,,,,0,,
1771295624996,,,,,,,,,0,,,
1771295625014,,,,,,,,,,,337.1573181152344,
1771295625035,,,,,,,,,,,,0
1771295625058,20.549450549450533,,,,,,,,,,,
1771295625075,,337.6643371582031,,,,,,,,,,
1771295625099,,,,0,,,,,,,,
1771295625124,,,21.97802197802196,,,,,,,,,
1771295625144,,,,,0.009176496416330338,,,,,,,
1771295625162,,,,,,,0,,,,,
1771295625182,,,,,,0,,,,,,
1771295625199,,,,,,,,-0.0000010985544349750853,,,,
1771295625224,,,,,,,,,,0,,
1771295625248,,,,,,,,,0,,,
1771295625266,,,,,,,,,,,337.6202392578125,
1771295625287,,,,,,,,,,,,0
1771295625308,39.52380952380949,,,,,,,,,,,
1771295625351,,337.66668701171875,,,,,,,,,,
1771295625374,,,,0,,,,,,,,
1771295625396,,,15.531135531135519,,,,,,,,,
1771295625416,,,,,0.00041088784928433597,,,,,,,
1771295625441,,,,,,,0,,,,,
1771295625461,,,,,,0,,,,,,
1771295625483,,,,,,,,-0.0000010985544349750853,,,,
1771295625508,,,,,,,,,,0,,
1771295625529,,,,,,,,,0,,,
1771295625556,,,,,,,,,,,337.111572265625,
1771295625585,,,,,,,,,,,,0
1771295625605,18.461538461538446,,,,,,,,,,,
1771295625627,,337.3642883300781,,,,,,,,,,
1771295625644,,,,0,,,,,,,,
1771295625667,,,15.970695970695958,,,,,,,,,
1771295625685,,,,,-0.007122056558728218,,,,,,,
1771295625703,,,,,,,0,,,,,
1771295625726,,,,,,0,,,,,,
1771295625745,,,,,,,,-0.0000010985544349750853,,,,
1771295625766,,,,,,,,,,0,,
1771295625786,,,,,,,,,0,,,
1771295625809,,,,,,,,,,,336.71697998046875,
1771295625835,,,,,,,,,,,,0
1771295625858,18.60805860805859,,,,,,,,,,,
1771295625879,,337.232666015625,,,,,,,,,,
1771295625898,,,,0,,,,,,,,
1771295625919,,,13.846153846153834,,,,,,,,,
1771295625938,,,,,0.008491681888699532,,,,,,,
1771295625961,,,,,,,0,,,,,
1771295625983,,,,,,0,,,,,,
1771295626000,,,,,,,,-0.0000010985544349750853,,,,
1771295626021,,,,,,,,,,0,,
1771295626041,,,,,,,,,0,,,
1771295626065,,,,,,,,,,,336.9917297363281,
1771295626090,,,,,,,,,,,,0
1771295626112,18.791208791208774,,,,,,,,,,,
1771295626134,,336.99432373046875,,,,,,,,,,
1771295626155,,,,0,,,,,,,,
1771295626174,,,14.175824175824165,,,,,,,,,
1771295626197,,,,,-0.001369626261293888,,,,,,,
1771295626218,,,,,,,0,,,,,
1771295626239,,,,,,0,,,,,,
1771295626263,,,,,,,,-0.0000010985544349750853,,,,
1771295626283,,,,,,,,,,0,,
1771295626306,,,,,,,,,0,,,
1771295626325,,,,,,,,,,,337.3811340332031,
1771295626347,,,,,,,,,,,,0
1771295626369,18.791208791208774,,,,,,,,,,,
1771295626390,,337.5401306152344,,,,,,,,,,
1771295626437,,,,0,,,,,,,,
1771295626464,,,15.860805860805847,,,,,,,,,
1771295626499,,,,,-0.0002739252522587776,,,,,,,
1771295626535,,,,,,,0,,,,,
1771295626562,,,,,,0,,,,,,
1771295626585,,,,,,,,,,0,,
1771295626607,,,,,,,,-0.0000010985544349750853,,,,
1771295626630,,,,,,,,,,,337.2925109863281,
1771295626648,,,,,,,,,0,,,
1771295626667,,,,,,,,,,,,0
1771295626684,19.670329670329654,,,,,,,,,,,
1771295626703,,337.27496337890625,,,,,,,,,,
1771295626723,,,11.831501831501821,,,,,,,,,
1771295626740,,,,0,,,,,,,,
1771295626760,,,,,-0.009587383829057217,,,,,,,
1771295626778,,,,,,0,,,,,,
1771295626801,,,,,,,0,,,,,
1771295626825,,,,,,,,-0.0000010985544349750853,,,,
1771295626852,,,,,,,,,,0,,
1771295626877,,,,,,,,,0,,,
1771295626906,,,,,,,,,,,337.0495300292969,
1771295626934,,,,,,,,,,,,0
1771295626962,19.19413919413918,,,,,,,,,,,
1771295626985,,337.58465576171875,,,,,,,,,,
1771295627004,,,,0,,,,,,,,
1771295627023,,,1.0622710622710614,,,,,,,,,
1771295627044,,,,,-0.00041088784928433597,,,,,,,
1771295627064,,,,,,,0,,,,,
1771295627085,,,,,,0,,,,,,
1771295627103,,,,,,,,-0.0000010985544349750853,,,,
1771295627120,,,,,,,,,0,,,
1771295627140,,,,,,,,,,0,,
1771295627161,,,,,,,,,,,337.77392578125,
1771295627180,,,,,,,,,,,,0
1771295627200,19.340659340659325,,,,,,,,,,,
1771295627218,,337.761474609375,,,,,,,,,,
1771295627239,,,16.007326007325993,,,,,,,,,
1771295627259,,,,0,,,,,,,,
1771295627280,,,,,0.004930654540657997,,,,,,,
1771295627301,,,,,,,0,,,,,
1771295627320,,,,,,0,,,,,,
1771295627340,,,,,,,,-0.0000010985544349750853,,,,
1771295627362,,,,,,,,,,0,,
1771295627380,,,,,,,,,0,,,
1771295627398,,,,,,,,,,,337.92596435546875,
1771295627418,,,,,,,,,,,,0
1771295627450,24.725274725274705,,,,,,,,,,,
1771295627468,,337.12115478515625,,,,,,,,,,
1771295627506,,,,0,,,,,,,,
1771295627524,,,16.446886446886435,,,,,,,,,
1771295627545,,,,,-0.014928925782442093,,,,,,,
1771295627568,,,,,,,0,,,,,
1771295627590,,,,,,0,,,,,,
1771295627617,,,,,,,,-0.0000010985544349750853,,,,
1771295627638,,,,,,,,,,0,,
1771295627662,,,,,,,,,0,,,
1771295627684,,,,,,,,,,,337.7380676269531,
1771295627703,,,,,,,,,,,,0
1771295627724,24.432234432234413,,,,,,,,,,,
1771295627749,,337.7394104003906,,,,,,,,,,
1771295627778,,,,0,,,,,,,,
1771295627804,,,15.164835164835152,,,,,,,,,
1771295627824,,,,,0.009176496416330338,,,,,,,
1771295627850,,,,,,,0,,,,,
1771295627875,,,,,,0,,,,,,
1771295627900,,,,,,,,-0.0000010985544349750853,,,,
1771295627923,,,,,,,,,,0,,
1771295627945,,,,,,,,,0,,,
