Timestamp,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Current,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Brownout Sticky Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Current,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Primary Encoder Velocity,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Ext EEPROM Warning,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Current,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Ext EEPROM Sticky Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Current,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Primary Encoder Velocity,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Brownout Warning
1771295579003,,,,14.43223443223442,,,,,,,,
1771295579042,,,,,,,6.959706959706954,,,,,
1771295579064,,,,,,0,,,,,,
1771295579132,,,,,,,,0.012326636351644993,,,,
1771295579154,,,,,,,,,0,,,
1771295579172,,,,,,,,,,0,,
1771295579196,,,,,,,,,,,,0
1771295579214,,,,,,,,,,,-9.986858913180185e-7,
1771295579237,,3.5389771461486816,,,,,,,,,,
1771295579257,,,0,,,,,,,,,
1771295579280,0,,,,,,,,,,,
1771295579299,,,,13.88278388278387,,,,,,,,
1771295579319,,,,,4.280629634857178,,,,,,,
1771295579340,,,,,,,6.886446886446881,,,,,
1771295579362,,,,,,0,,,,,,
1771295579385,,,,,,,,0.04574551433324814,,,,
1771295579408,,,,,,,,,,0,,
1771295579427,,,,,,,,,0,,,
1771295579450,,,,,,,,,,,-9.986858913180185e-7,
1771295579472,,,,,,,,,,,,0
1771295579494,0,,,,,,,,,,,
1771295579514,,3.490081548690796,,,,,,,,,,
1771295579535,,,0,,,,,,,,,
1771295579553,,,,14.139194139194128,,,,,,,,
1771295579572,,,,,3.868098497390747,,,,,,,
1771295579624,,,,,,0,,,,,,
1771295579648,,,,,,,6.007326007326002,,,,,
1771295579668,,,,,,,,-0.006848130840808153,,,,
1771295579731,,,,,,,,,0,,,
1771295579773,,,,,,,,,,0,,
1771295579793,,,,,,,,,,,-9.986858913180185e-7,
1771295579813,,,,,,,,,,,,0
1771295579836,,,0,,,,,,,,,
1771295579857,0,,,,,,,,,,,
1771295579882,,5.459056377410889,,,,,,,,,,
1771295579908,,,,,5.985403537750244,,,,,,,
1771295579926,,,,12.673992673992663,,,,,,,,
1771295579960,,,,,,,5.641025641025636,,,,,
1771295579980,,,,,,0,,,,,,
1771295580007,,,,,,,,-0.006437242962419987,,,,
1771295580033,,,,,,,,,0,,,
1771295580073,,,,,,,,,,0,,
1771295580092,,,,,,,,,,,-9.986858913180185e-7,
1771295580115,,,,,,,,,,,,0
1771295580162,0,,,,,,,,,,,
1771295580184,,,0,,,,,,,,,
1771295580239,,5.238683223724365,,,,,,,,,,
1771295580292,,,,,4.854776859283447,,,,,,,
1771295580315,,,,13.113553113553102,,,,,,,,
1771295580336,,,,,,0,,,,,,
1771295580358,,,,,,,7.545787545787539,,,,,
1771295580381,,,,,,,,,0,,,
1771295580404,,,,,,,,-0.010957010090351105,,,,
1771295580441,,,,,,,,,,,-9.986858913180185e-7,
1771295580462,,,,,,,,,,0,,
1771295580487,0,,,,,,,,,,,
1771295580509,,,,,,,,,,,,0
1771295580535,,3.020984649658203,,,,,,,,,,
1771295580561,,,0,,,,,,,,,
1771295580579,,,,13.260073260073248,,,,,,,,
1771295580604,,,,,2.9503118991851807,,,,,,,
1771295580624,,,,,,,6.556776556776551,,,,,
1771295580639,,,,,,0,,,,,,
1771295580656,,,,,,,,,0,,,
1771295580693,,,,,,,,-0.01670943945646286,,,,
1771295580710,,,,,,,,,,,-9.986858913180185e-7,
1771295580734,,,,,,,,,,0,,
1771295580752,0,,,,,,,,,,,
1771295580770,,,,,,,,,,,,0
1771295580794,,4.087649822235107,,,,,,,,,,
1771295580816,,,0,,,,,,,,,
1771295580837,,,,12.124542124542115,,,,,,,,
1771295580854,,,,,4.058887481689453,,,,,,,
1771295580873,,,,,,,5.8974358974358925,,,,,
1771295580895,,,,,,0,,,,,,
1771295580917,,,,,,,,,0,,,
1771295580940,,,,,,,,-0.023831496015191078,,,,
1771295580965,,,,,,,,,,,-9.986858913180185e-7,
1771295580986,,,,,,,,,,0,,
1771295581012,0,,,,,,,,,,,
1771295581033,,,,,,,,,,,,0
