Timestamp,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Current,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Ext EEPROM Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Ext EEPROM Sticky Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Current,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Current,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Brownout Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Brownout Sticky Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Current,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Primary Encoder Velocity
1771296524922,,,,,,,0.2197802197802196,,,,,
1771296524943,,,,,,,,,0.022735795006155968,,,
1771296524960,,,,,,,,,,0,,
1771296524981,,,,,,,,,,,0,
1771296525001,,,,,,,,,,,,-0.007943832315504551
1771296525022,,0,,,,,,,,,,
1771296525048,0,,,,,,,,,,,
1771296525071,,,-6.503122329711914,,,,,,,,,
1771296525092,,,,0,,,,,,,,
1771296525117,,,,,12.234432234432225,,,,,,,
1771296525149,,,,,,-6.5812087059021,,,,,,
1771296525184,,,,,,,,0,,,,
1771296525211,,,,,,,0.0732600732600732,,,,,
1771296525231,,,,,,,,,0.0024653272703289986,,,
1771296525254,,,,,,,,,,0,,
1771296525273,,,,,,,,,,,0,
1771296525294,,,,,,,,,,,,-0.005615467205643654
1771296525315,,0,,,,,,,,,,
1771296525357,0,,,,,,,,,,,
1771296525385,,,-6.686789035797119,,,,,,,,,
1771296525406,,,,0,,,,,,,,
1771296525426,,,,,12.527472527472517,,,,,,,
1771296525446,,,,,,-6.5812087059021,,,,,,
1771296525466,,,,,,,,0,,,,
1771296525498,,,,,,,0,,,,,
1771296525518,,,,,,,,,0.005067616701126099,,,
1771296525544,,,,,,,,,,0,,
1771296525563,,,,,,,,,,,0.1465201465201464,
1771296525607,,,,,,,,,,,,0.002054439391940832
1771296525629,,0,,,,,,,,,,
1771296525650,0,,,,,,,,,,,
1771296525673,,,-7.1298627853393555,,,,,,,,,
1771296525698,,,,0,,,,,,,,
1771296525718,,,,,10.695970695970686,,,,,,,
1771296525743,,,,,,-7.17960786819458,,,,,,
1771296525763,,,,,,,,0,,,,
1771296525784,,,,,,,0.0732600732600732,,,,,
1771296525806,,,,,,,,,-0.0065742055885493755,,,
1771296525827,,,,,,,,,,0,,
1771296525844,,,,,,,,,,,0.0732600732600732,
1771296525864,,,,,,,,,,,,0.024379346519708633
1771296525883,,0,,,,,,,,,,
1771296525902,0,,,,,,,,,,,
1771296525924,,,-6.767186641693115,,,,,,,,,
1771296525944,,,,,12.637362637362626,,,,,,,
1771296525967,,,,0,,,,,,,,
1771296525992,,,,,,-6.5812087059021,,,,,,
1771296526018,,,,,,,,0,,,,
1771296526038,,,,,,,0.0366300366300366,,,,,
1771296526065,,,,,,,,,0.01985958032310009,,,
1771296526087,,,,,,,,,,0,,
1771296526106,,,,,,,,,,,0,
1771296526124,,,,,,,,,,,,0.024653272703289986
1771296526149,,0,,,,,,,,,,
1771296526183,0,,,,,,,,,,,
1771296526207,,,-5.914183139801025,,,,,,,,,
1771296526234,,,,0,,,,,,,,
1771296526257,,,,,12.49084249084248,,,,,,,
1771296526282,,,,,,-5.982810020446777,,,,,,
1771296526307,,,,,,,,0,,,,
1771296526329,,,,,,,0.0366300366300366,,,,,
1771296526355,,,,,,,,,-0.01657247729599476,,,
1771296526374,,,,,,,,,,0,,
1771296526400,,,,,,,,,,,0,
1771296526420,,,,,,,,,,,,-0.017394253984093666
1771296526444,,0,,,,,,,,,,
1771296526466,0,,,,,,,,,,,
1771296526492,,,-6.5666728019714355,,,,,,,,,
1771296526515,,,,0,,,,,,,,
1771296526536,,,,,10.54945054945054,,,,,,,
1771296526565,,,,,,-7.17960786819458,,,,,,
1771296526586,,,,,,,,0,,,,
1771296526606,,,,,,,0.0366300366300366,,,,,
1771296526633,,,,,,,,,-0.003697990905493498,,,
1771296526655,,,,,,,,,,0,,
1771296526681,,,,,,,,,,,0,
1771296526724,,,,,,,,,,,,-0.004656728822737932
1771296526743,,0,,,,,,,,,,
1771296526762,0,,,,,,,,,,,
1771296526785,,,-6.866347312927246,,,,,,,,,
1771296526807,,,,0,,,,,,,,
1771296526826,,,,,12.564102564102553,,,,,,,
1771296526846,,,,,,-7.17960786819458,,,,,,
1771296526864,,,,,,,,0,,,,
1771296526899,,,,,,,0,,,,,
1771296526925,,,,,,,,,-0.0053415424190461636,,,
1771296526953,,,,,,,,,,0,,
1771296526977,,,,,,,,,,,0,
1771296526997,,,,,,,,,,,,0.012326636351644993
1771296527024,,0,,,,,,,,,,
1771296527043,0,,,,,,,,,,,
1771296527067,,,-6.384101867675781,,,,,,,,,
1771296527086,,,,0,,,,,,,,
1771296527113,,,,,14.945054945054933,,,,,,,
1771296527134,,,,,,-5.982810020446777,,,,,,
1771296527158,,,,,,,,0,,,,
1771296527178,,,,,,,0,,,,,
1771296527199,,,,,,,,,0.022324908524751663,,,
1771296527225,,,,,,,,,,0,,
1771296527246,,,,,,,,,,,0,
1771296527268,,,,,,,,,,,,-0.004108878783881664
1771296527291,,0,,,,,,,,,,
1771296527313,0,,,,,,,,,,,
1771296527335,,,-6.359174728393555,,,,,,,,,
1771296527356,,,,0,,,,,,,,
1771296527385,,,,,15.384615384615373,,,,,,,
1771296527408,,,,,,-6.5812087059021,,,,,,
1771296527432,,,,,,,,0,,,,
1771296527456,,,,,,,0.1098901098901098,,,,,
1771296527475,,,,,,,,,0.00999827217310667,,,
1771296527494,,,,,,,,,,0,,
1771296527521,,,,,,,,,,,0,
1771296527546,,,,,,,,,,,,0.013833225704729557
1771296527570,,0,,,,,,,,,,
1771296527591,0,,,,,,,,,,,
1771296527615,,,-6.402454853057861,,,,,,,,,
1771296527634,,,,0,,,,,,,,
1771296527660,,,,,15.164835164835152,,,,,,,
1771296527682,,,,,,-6.5812087059021,,,,,,
1771296527702,,,,,,,,0,,,,
1771296527722,,,,,,,0.0366300366300366,,,,,
1771296527743,,,,,,,,,-0.009039533324539661,,,
1771296527768,,,,,,,,,,0,,
1771296527802,,,,,,,,,,,0.2564102564102562,
1771296527847,,,,,,,,,,,,-0.0010957010090351105
1771296527869,,0,,,,,,,,,,
1771296527888,0.0366300366300366,,,,,,,,,,,
1771296527907,,,,0,,,,,,,,
1771296527925,,,-6.74294376373291,,,,,,,,,
1771296527945,,,,,,-6.5812087059021,,,,,,
1771296527964,,,,,13.772893772893761,,,,,,,
1771296527985,,,,,,,,0,,,,
1771296528004,,,,,,,0,,,,,
1771296528025,,,,,,,,,-0.004793691914528608,,,
1771296528052,,,,,,,,,,,0.0366300366300366,
1771296528077,,,,,,,,,,0,,
1771296528099,,,,,,,,,,,,0.015887664631009102
1771296528120,,0,,,,,,,,,,
1771296528143,0,,,,,,,,,,,
1771296528166,,,-6.217281341552734,,,,,,,,,
1771296528187,,,,0,,,,,,,,
1771296528207,,,,,15.934065934065922,,,,,,,
1771296528230,,,,,,-6.5812087059021,,,,,,
1771296528255,,,,,,,,0,,,,
1771296528294,,,,,,,0.0732600732600732,,,,,
1771296528315,,,,,,,,,0.0026022898964583874,,,
1771296528342,,,,,,,,,,0,,
1771296528367,,,,,,,,,,,0,
1771296528392,,,,,,,,,,,,0.013696261681616306
1771296528422,,0,,,,,,,,,,
1771296528453,0,,,,,,,,,,,
1771296528483,,,-7.0111165046691895,,,,,,,,,
1771296528505,,,,0,,,,,,,,
1771296528539,,,,,12.124542124542115,,,,,,,
1771296528565,,,,,,-6.5812087059021,,,,,,
1771296528596,,,,,,,,0,,,,
1771296528619,,,,,,,0,,,,,
1771296528644,,,,,,,,,-0.019174767658114433,,,
1771296528667,,,,,,,,,,0,,
1771296528696,,,,,,,,,,,0,
1771296528723,,,,,,,,,,,,0.00835471972823143
1771296528748,,0,,,,,,,,,,
1771296528779,0,,,,,,,,,,,
1771296528801,,,-7.2851786613464355,,,,,,,,,
1771296528825,,,,0,,,,,,,,
1771296528849,,,,,11.941391941391931,,,,,,,
1771296528876,,,,,,-6.5812087059021,,,,,,
1771296528899,,,,,,,,0,,,,
1771296528955,,,,,,,0.0366300366300366,,,,,
1771296528983,,,,,,,,,-0.003834953298792243,,,
1771296529006,,,,,,,,,,0,,
1771296529027,,,,,,,,,,,0.0366300366300366,
1771296529046,,0,,,,,,,,,,
1771296529083,,,,,,,,,,,,-0.030542666092514992
1771296529115,,,-6.834298133850098,,,,,,,,,
1771296529142,0,,,,,,,,,,,
1771296529168,,,,,10.805860805860798,,,,,,,
1771296529187,,,,0,,,,,,,,
1771296529224,,,,,,-6.5812087059021,,,,,,
1771296529247,,,,,,,,0,,,,
1771296529271,,,,,,,0.0366300366300366,,,,,
1771296529292,,,,,,,,,-0.01040915958583355,,,
1771296529316,,,,,,,,,,0,,
1771296529339,,,,,,,,,,,0,
1771296529362,,0,,,,,,,,,,
1771296529392,,,,,,,,,,,,0.030679626390337944
1771296529417,,,-6.8927812576293945,,,,,,,,,
1771296529445,0,,,,,,,,,,,
1771296529468,,,,0,,,,,,,,
1771296529489,,,,,10.622710622710613,,,,,,,
1771296529511,,,,,,-7.17960786819458,,,,,,
