Timestamp,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Current,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Ext EEPROM Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Primary Encoder Velocity,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Current,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Ext EEPROM Sticky Warning,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Primary Encoder Velocity,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Brownout Warning,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Current,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Primary Encoder Velocity,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Current,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Brownout Sticky Warning,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Primary Encoder Velocity
1771295712678,,,,,,,,,,,,-0.0053415424190461636
1771295712691,0,,,,,,,,,,,
1771295712706,,0,,,,,,,,,,
1771295712724,,,0.004382804036140442,,,,,,,,,
1771295712736,,,,,0,,,,,,,
1771295712749,,,,0,,,,,,,,
1771295712765,,,,,,11.967978477478027,,,,,,
1771295712780,,,,,,,,31.025641025641,,,,
1771295712793,,,,,,,0,,,,,
1771295712806,,,,,,,,,0,,,
1771295712819,,,,,,,,,,,0,
1771295712832,,,,,,,,,,0.0366300366300366,,
1771295712845,,,,,,,,,,,,-0.0034240654204040766
1771295712872,0,,,,,,,,,,,
1771295712886,,0,,,,,,,,,,
1771295712901,,,-0.002739252522587776,,,,,,,,,
1771295712931,,,,,0,,,,,,,
1771295712953,,,,0,,,,,,,,
1771295712967,,,,,,12.566376686096191,,,,,,
1771295712981,,,,,,,0,,,,,
1771295712994,,,,,,,,29.926739926739902,,,,
1771295713008,,,,,,,,,0.008765608072280884,,,
1771295713022,,,,,,,,,,,0,
1771295713035,,,,,,,,,,0.0732600732600732,,
1771295713049,,,,,,,,,,,,0.008765608072280884
1771295713064,0,,,,,,,,,,,
1771295713077,,0,,,,,,,,,,
1771295713089,,,0.0005478505045175552,,,,,,,,,
1771295713104,,,,0,,,,,,,,
1771295713120,,,,,0,,,,,,,
1771295713133,,,,,,13.76317310333252,,,,,,
1771295713147,,,,,,,,29.96336996336994,,,,
1771295713164,,,,,,,0,,,,,
1771295713180,,,,,,,,,0.005204579792916775,,,
1771295713196,,,,,,,,,,,0,
1771295713209,,,,,,,,,,0.0366300366300366,,
1771295713228,,,,,,,,,,,,0.0024653272703289986
1771295713243,0,,,,,,,,,,,
1771295713257,,0,,,,,,,,,,
1771295713276,,,-0.021092243492603302,,,,,,,,,
1771295713289,,,,,0,,,,,,,
1771295713306,,,,0,,,,,,,,
1771295713322,,,,,,14.361572265625,,,,,,
1771295713335,,,,,,,,28.717948717948694,,,,
1771295713348,,,,,,,0,,,,,
1771295713362,,,,,,,,,-0.007669906597584486,,,
1771295713377,,,,,,,,,,,0,
1771295713391,,,,,,,,,,0,,
1771295713407,,,,,,,,,,,,-0.0032871027942746878
1771295713426,0,,,,,,,,,,,
1771295713442,,0,,,,,,,,,,
1771295713457,,,0.003697990905493498,,,,,,,,,
1771295713471,,,,,0,,,,,,,
1771295713488,,,,0,,,,,,,,
1771295713507,,,,,,13.164774894714355,,,,,,
1771295713523,,,,,,,,29.047619047619023,,,,
1771295713542,,,,,,,0,,,,,
1771295713557,,,,,,,,,0.0026022898964583874,,,
1771295713573,,,,,,,,,,,0,
1771295713590,,,,,,,,,,0,,
1771295713608,,,,,,,,,,,,0.0034240654204040766
1771295713626,0,,,,,,,,,,,
1771295713641,,0,,,,,,,,,,
1771295713661,,,-0.004793691914528608,,,,,,,,,
1771295713680,,,,,0,,,,,,,
1771295713699,,,,0,,,,,,,,
1771295713716,,,,,,14.361571311950684,,,,,,
1771295713730,,,,,,,,30.439560439560413,,,,
1771295713744,,,,,,,0,,,,,
1771295713760,,,,,,,,,0.003834953298792243,,,
1771295713774,,,,,,,,,,,0,
1771295713790,,,,,,,,,,0.0366300366300366,,
1771295713806,,,,,,,,,,,,0.0039719161577522755
1771295713821,0,,,,,,,,,,,
1771295713836,,0,,,,,,,,,,
1771295713853,,,-0.0031501404009759426,,,,,,,,,
1771295713868,,,,,0,,,,,,,
1771295713882,,,,0,,,,,,,,
1771295713899,,,,,,13.76317310333252,,,,,,
1771295713931,,,,,,,,30.989010989010964,,,,
1771295713948,,,,,,,0,,,,,
1771295713965,,,,,,,,,-0.010820046998560429,,,
1771295713982,,,,,,,,,,,0,
1771295713999,,,,,,,,,,0,,
1771295714012,,,,,,,,,,,,-0.009861309081315994
1771295714030,,0,,,,,,,,,,
1771295714046,0,,,,,,,,,,,
1771295714063,,,0.01520285103470087,,,,,,,,,
1771295714081,,,,,0,,,,,,,
1771295714099,,,,0,,,,,,,,
1771295714114,,,,,,11.967978477478027,,,,,,
1771295714132,,,,,,,,31.098901098901074,,,,
1771295714148,,,,,,,0,,,,,
1771295714163,,,,,,,,,0.004108878783881664,,,
1771295714181,,,,,,,,,,,0,
1771295714200,,,,,,,,,,0,,
1771295714218,,,,,,,,,,,,0.003561028279364109
1771295714234,0,,,,,,,,,,,
1771295714253,,0,,,,,,,,,,
1771295714271,,,0.0024653272703289986,,,,,,,,,
1771295714287,,,,,0,,,,,,,
1771295714303,,,,0,,,,,,,,
1771295714320,,,,,,11.967978477478027,,,,,,
1771295714336,,,,,,,,29.999999999999975,,,,
1771295714355,,,,,,,0,,,,,
1771295714371,,,,,,,,,0.002054439391940832,,,
1771295714391,,,,,,,,,,,0,
1771295714410,,,,,,,,,,0.0732600732600732,,
1771295714427,,,,,,,,,,,,0.002328364411368966
1771295714446,0,,,,,,,,,,,
1771295714460,,0,,,,,,,,,,
1771295714478,,,-0.003834953298792243,,,,,,,,,
1771295714495,,,,,0,,,,,,,
1771295714509,,,,0,,,,,,,,
1771295714530,,,,,,13.76317310333252,,,,,,
1771295714550,,,,,,,,28.498168498168475,,,,
1771295714570,,,,,,,0,,,,,
1771295714588,,,,,,,,,0.0034240654204040766,,,
1771295714605,,,,,,,,,,,0,
1771295714623,,,,,,,,,,0,,
1771295714644,,,,,,,,,,,,0
1771295714662,0,,,,,,,,,,,
1771295714676,,0,,,,,,,,,,
1771295714695,,,0.0032871027942746878,,,,,,,,,
1771295714718,,,,,0,,,,,,,
1771295714737,,,,0,,,,,,,,
1771295714758,,,,,,14.959970474243164,,,,,,
1771295714775,,,,,,,,27.47252747252745,,,,
1771295714799,,,,,,,0,,,,,
1771295714820,,,,,,,,,0,,,
1771295714838,,,,,,,,,,,0,
1771295714857,,,,,,,,,,0,,
1771295714878,,,,,,,,,,,,0
1771295714895,,0,,,,,,,,,,
1771295714915,0,,,,,,,,,,,
1771295714932,,,0.003834953298792243,,,,,,,,,
1771295714952,,,,,0,,,,,,,
1771295714975,,,,0,,,,,,,,
1771295715013,,,,,,15.558370590209961,,,,,,
1771295715033,,,,,,,,28.681318681318658,,,,
1771295715057,,,,,,,0,,,,,
1771295715077,,,,,,,,,,,0,
1771295715101,,,,,,,,,0.009313457645475864,,,
1771295715123,,,,,,,,,,,,0.0034240654204040766
1771295715143,,,,,,,,,,0,,
1771295715164,,0,,,,,,,,,,
1771295715187,0,,,,,,,,,,,
1771295715212,,,0.02191402018070221,,,,,,,,,
1771295715234,,,,,0,,,,,,,
1771295715267,,,,0,,,,,,,,
1771295715288,,,,,,11.967978477478027,,,,,,
1771295715306,,,,,,,0,,,,,
1771295715320,,,,,,,,33.150183150183125,,,,
1771295715336,,,,,,,,,-0.01890084147453308,,,
1771295715353,,,,,,,,,,,0,
1771295715371,,,,,,,,,,0.2197802197802196,,
1771295715386,,,,,,,,,,,,-0.004930654540657997
1771295715405,0,,,,,,,,,,,
1771295715422,,0,,,,,,,,,,
1771295715440,,,0.009176496416330338,,,,,,,,,
1771295715466,,,,,0,,,,,,,
1771295715482,,,,0,,,,,,,,
1771295715504,,,,,,10.7711820602417,,,,,,
1771295715531,,,,,,,,31.64835164835162,,,,
1771295715551,,,,,,,0,,,,,
1771295715567,,,,,,,,,,,0,
1771295715585,,,,,,,,,0.008765608072280884,,,
1771295715602,,,,,,,,,,,,0.008765608072280884
1771295715618,,,,,,,,,,0,,
1771295715632,0,,,,,,,,,,,
1771295715647,,0,,,,,,,,,,
1771295715663,,,0.0005478505045175552,,,,,,,,,
1771295715678,,,,,0,,,,,,,
1771295715694,,,,0,,,,,,,,
1771295715710,,,,,,11.369580268859863,,,,,,
1771295715725,,,,,,,,32.930402930402906,,,,
1771295715740,,,,,,,0,,,,,
1771295715759,,,,,,,,,-0.000684813130646944,,,
1771295715774,,,,,,,,,,,0,
1771295715789,,,,,,,,,,0.1465201465201464,,
1771295715803,,,,,,,,,,,,-0.004245840944349766
1771295715819,0,,,,,,,,,,,
1771295715834,,0,,,,,,,,,,
1771295715850,,,0.004108878783881664,,,,,,,,,
1771295715867,,,,,0,,,,,,,
1771295715884,,,,0,,,,,,,,
1771295715902,,,,,,10.172783851623535,,,,,,
1771295715919,,,,,,,,31.868131868131844,,,,
1771295715934,,,,,,,0,,,,,
1771295715949,,,,,,,,,-0.01657247729599476,,,
1771295715964,,,,,,,,,,,0,
1771295715979,,,,,,,,,,0,,
1771295715995,,,,,,,,,,,,-0.010820046998560429
1771295716012,0,,,,,,,,,,,
1771295716027,,0,,,,,,,,,,
1771295716044,,,0.019311729818582535,,,,,,,,,
1771295716077,,,,,0,,,,,,,
1771295716094,,,,0,,,,,,,,
1771295716121,,,,,,11.967978477478027,,,,,,
1771295716136,,,,,,,,29.120879120879096,,,,
1771295716157,,,,,,,0,,,,,
1771295716178,,,,,,,,,,,0,
1771295716196,,,,,,,,,0.002739252522587776,,,
1771295716222,,,,,,,,,,,,0.005204579792916775
1771295716238,,,,,,,,,,0,,
1771295716260,0,,,,,,,,,,,
1771295716279,,0,,,,,,,,,,
1771295716302,,,0.009313457645475864,,,,,,,,,
1771295716325,,,,,0,,,,,,,
1771295716344,,,,0,,,,,,,,
1771295716362,,,,,,11.967978477478027,,,,,,
1771295716383,,,,,,,,29.926739926739902,,,,
1771295716405,,,,,,,0,,,,,
1771295716423,,,,,,,,,,,0,
1771295716446,,,,,,,,,0.012874485924839973,,,
1771295716464,,,,,,,,,,,,0
1771295716484,,,,,,,,,,0,,
1771295716499,0,,,,,,,,,,,
1771295716519,,0,,,,,,,,,,
1771295716551,,,0.009176496416330338,,,,,,,,,
1771295716569,,,,,0,,,,,,,
1771295716591,,,,0,,,,,,,,
1771295716611,,,,,,14.959972381591797,,,,,,
1771295716630,,,,,,,,29.267399267399245,,,,
1771295716653,,,,,,,0,,,,,
1771295716671,,,,,,,,,,,0,
1771295716692,,,,,,,,,-0.0010957010090351105,,,
1771295716714,,,,,,,,,,,,-0.0032871027942746878
1771295716737,,,,,,,,,,0.2197802197802196,,
1771295716754,0,,,,,,,,,,,
1771295716770,,0,,,,,,,,,,
1771295716787,,,0.0065742055885493755,,,,,,,,,
1771295716804,,,,,0,,,,,,,
1771295716823,,,,0,,,,,,,,
1771295716844,,,,,,13.76317310333252,,,,,,
1771295716863,,,,,,,,31.831501831501804,,,,
1771295716881,,,,,,,0,,,,,
1771295716901,,,,,,,,,-0.025748971849679947,,,
1771295716921,,,,,,,,,,,0,
1771295716939,,,,,,,,,,0,,
1771295716958,,,,,,,,,,,,0.004519766662269831
1771295716981,0,,,,,,,,,,,
1771295717001,,0,,,,,,,,,,
1771295717022,,,,,0,,,,,,,
1771295717040,,,-0.009724345989525318,,,,,,,,,
1771295717059,,,,,,11.967978477478027,,,,,,
1771295717079,,,,0,,,,,,,,
1771295717100,,,,,,,,31.501831501831475,,,,
1771295717119,,,,,,,0,,,,,
1771295717160,,,,,,,,,0.002739252522587776,,,
1771295717178,,,,,,,,,,,0,
1771295717204,,,,,,,,,,0,,
1771295717225,,,,,,,,,,,,-0.006163318175822496
1771295717244,,0,,,,,,,,,,
1771295717263,0,,,,,,,,,,,
1771295717280,,,,,0,,,,,,,
1771295717305,,,0.008765608072280884,,,,,,,,,
1771295717325,,,,,,9.574383735656738,,,,,,
1771295717344,,,,0,,,,,,,,
1771295717369,,,,,,,,34.505494505494475,,,,
1771295717395,,,,,,,0,,,,,
1771295717415,,,,,,,,,-0.008765608072280884,,,
1771295717439,,,,,,,,,,,0,
1771295717457,,,,,,,,,,0.2564102564102562,,
1771295717476,,,,,,,,,,,,0
1771295717498,0,,,,,,,,,,,
1771295717530,,0,,,,,,,,,,
1771295717551,,,,,0,,,,,,,
1771295717572,,,-0.005067616701126099,,,,,,,,,
1771295717594,,,,,,8.975985527038574,,,,,,
1771295717614,,,,0,,,,,,,,
1771295717634,,,,,,,,30.989010989010964,,,,
1771295717658,,,,,,,0,,,,,
1771295717679,,,,,,,,,0.013833225704729557,,,
1771295717704,,,,,,,,,,,0,
1771295717726,,,,,,,,,,0.0366300366300366,,
1771295717743,,,,,,,,,,,,0.008765608072280884
1771295717762,0,,,,,,,,,,,
1771295717782,,0,,,,,,,,,,
1771295717799,,,,,0,,,,,,,
1771295717824,,,-0.015476777218282223,,,,,,,,,
1771295717844,,,,,,13.763175964355469,,,,,,
1771295717862,,,,0,,,,,,,,
1771295717880,,,,,,,,29.08424908424906,,,,
1771295717897,,,,,,,0,,,,,
1771295717914,,,,,,,,,0.01301144901663065,,,
1771295717933,,,,,,,,,,,0,
1771295717950,,,,,,,,,,0.0732600732600732,,
1771295717974,,,,,,,,,,,,0
1771295717997,0,,,,,,,,,,,
1771295718027,,0,,,,,,,,,,
1771295718049,,,,,0,,,,,,,
1771295718072,,,0.016983363777399063,,,,,,,,,
1771295718091,,,,,,14.959972381591797,,,,,,
1771295718108,,,,0,,,,,,,,
1771295718131,,,,,,,0,,,,,
1771295718164,,,,,,,,29.926739926739902,,,,
1771295718185,,,,,,,,,-0.003834953298792243,,,
1771295718210,,,,,,,,,,,0,
1771295718258,,,,,,,,,,0.0366300366300366,,
1771295718280,,,,,,,,,,,,0
1771295718300,,0,,,,,,,,,,
1771295718326,0,,,,,,,,,,,
1771295718345,,,-0.015339813195168972,,,,,,,,,
1771295718369,,,,,0,,,,,,,
1771295718390,,,,0,,,,,,,,
1771295718408,,,,,,13.164775848388672,,,,,,
1771295718428,,,,,,,0,,,,,
1771295718454,,,,,,,,30.6227106227106,,,,
1771295718476,,,,,,,,,-0.0065742055885493755,,,
1771295718498,,,,,,,,,,,0,
1771295718520,,,,,,,,,,0,,
1771295718541,,,,,,,,,,,,-0.002328364411368966
1771295718566,,0,,,,,,,,,,
1771295718588,0,,,,,,,,,,,
1771295718612,,,0.0065742055885493755,,,,,,,,,
1771295718632,,,,,0,,,,,,,
1771295718654,,,,0,,,,,,,,
1771295718674,,,,,,13.164775848388672,,,,,,
1771295718698,,,,,,,0,,,,,
1771295718719,,,,,,,,32.78388278388276,,,,
1771295718737,,,,,,,,,0.0026022898964583874,,,
1771295718754,,,,,,,,,,,0,
1771295718772,,,,,,,,,,0,,
1771295718796,,,,,,,,,,,,-0.008765608072280884
1771295718822,0,,,,,,,,,,,
1771295718840,,0,,,,,,,,,,
1771295718864,,,-0.003697990905493498,,,,,,,,,
1771295718885,,,,,0,,,,,,,
1771295718912,,,,0,,,,,,,,
1771295718941,,,,,,10.771183013916016,,,,,,
1771295718967,,,,,,,0,,,,,
1771295718991,,,,,,,,32.41758241758239,,,,
1771295719012,,,,,,,,,,,0,
1771295719055,,,,,,,,,-0.006300280801951885,,,
1771295719079,,,,,,,,,,,,0.0032871027942746878
1771295719102,,,,,,,,,,0.0366300366300366,,
1771295719126,,0,,,,,,,,,,
1771295719147,0,,,,,,,,,,,
1771295719183,,,0.010135233402252197,,,,,,,,,
1771295719209,,,,,0,,,,,,,
1771295719232,,,,0,,,,,,,,
1771295719258,,,,,,11.36958122253418,,,,,,
1771295719282,,,,,,,0,,,,,
1771295719304,,,,,,,,26.117216117216095,,,,
1771295719351,,,,,,,,,0.001369626261293888,,,
1771295719380,,,,,,,,,,,0,
1771295719408,,,,,,,,,,0,,
1771295719431,,,,,,,,,,,,0.004519766662269831
1771295719456,,0,,,,,,,,,,
1771295719476,0,,,,,,,,,,,
1771295719506,,,0.009587383829057217,,,,,,,,,
1771295719530,,,,,0,,,,,,,
1771295719557,,,,0,,,,,,,,
1771295719587,,,,,,9.574386596679688,,,,,,
1771295719610,,,,,,,0,,,,,
1771295719637,,,,,,,,24.175824175824157,,,,
1771295719662,,,,,,,,,0,,,
1771295719689,,,,,,,,,,,0,
1771295719709,,,,,,,,,,0,,
1771295719737,,,,,,,,,,,,-0.007532943971455097
1771295719755,,0,,,,,,,,,,
1771295719778,0,,,,,,,,,,,
1771295719802,,,-0.007395981810986996,,,,,,,,,
1771295719827,,,,,0,,,,,,,
1771295719852,,,,0,,,,,,,,
1771295719881,,,,,,12.56637954711914,,,,,,
1771295719909,,,,,,,0,,,,,
1771295719936,,,,,,,,29.30402930402928,,,,
1771295719961,,,,,,,,,0.008491681888699532,,,
1771295719988,,,,,,,,,,,0,
1771295720011,,,,,,,,,,0.0366300366300366,,
1771295720037,,,,,,,,,,,,0.00602635508403182
1771295720059,,0,,,,,,,,,,
1771295720082,0,,,,,,,,,,,
1771295720106,,,0,,,,,,,,,
1771295720149,,,,,0,,,,,,,
1771295720173,,,,0,,,,,,,,
1771295720193,,,,,,14.361576080322266,,,,,,
1771295720216,,,,,,,0,,,,,
1771295720243,,,,,,,,29.5238095238095,,,,
1771295720276,,,,,,,,,0.001369626261293888,,,
1771295720298,,,,,,,,,,,0,
1771295720321,,,,,,,,,,0,,
1771295720348,,,,,,,,,,,,0.004519766662269831
1771295720371,,0,,,,,,,,,,
1771295720396,0,,,,,,,,,,,
1771295720421,,,0.0019174766493961215,,,,,,,,,
1771295720466,,,,,0,,,,,,,
1771295720492,,,,0,,,,,,,,
1771295720520,,,,,,7.779189109802246,,,,,,
1771295720542,,,,,,,0,,,,,
1771295720563,,,,,,,,35.531135531135504,,,,
1771295720587,,,,,,,,,0,,,
1771295720613,,,,,,,,,,,0,
1771295720637,,,,,,,,,,0,,
1771295720660,,,,,,,,,,,,0
1771295720686,,0,,,,,,,,,,
1771295720711,0,,,,,,,,,,,
1771295720735,,,-0.006711168214678764,,,,,,,,,
1771295720753,,,,,0,,,,,,,
1771295720772,,,,0,,,,,,,,
1771295720792,,,,,,8.97598648071289,,,,,,
1771295720815,,,,,,,0,,,,,
1771295720836,,,,,,,,30.952380952380928,,,,
1771295720859,,,,,,,,,0.008491681888699532,,,
1771295720879,,,,,,,,,,,0,
1771295720901,,,,,,,,,,0.1465201465201464,,
1771295720922,,,,,,,,,,,,0.008765608072280884
1771295720943,,0,,,,,,,,,,
1771295720967,0,,,,,,,,,,,
1771295720989,,,-0.008765608072280884,,,,,,,,,
1771295721016,,,,,0,,,,,,,
1771295721045,,,,0,,,,,,,,
1771295721067,,,,,,12.566377639770508,,,,,,
1771295721085,,,,,,,0,,,,,
1771295721104,,,,,,,,31.831501831501804,,,,
1771295721128,,,,,,,,,0,,,
1771295721152,,,,,,,,,,,0,
1771295721174,,,,,,,,,,0.0366300366300366,,
1771295721197,,,,,,,,,,,,0
1771295721216,,0,,,,,,,,,,
1771295721238,0,,,,,,,,,,,
1771295721266,,,-0.001369626261293888,,,,,,,,,
1771295721289,,,,,0,,,,,,,
1771295721311,,,,0,,,,,,,,
1771295721333,,,,,,12.566377639770508,,,,,,
1771295721351,,,,,,,0,,,,,
1771295721375,,,,,,,,30.402930402930377,,,,
1771295721396,,,,,,,,,0.006437242962419987,,,
1771295721415,,,,,,,,,,,0,
1771295721438,,,,,,,,,,0,,
1771295721462,,,,,,,,,,,,0.015750702470541
1771295721483,,0,,,,,,,,,,
1771295721507,0,,,,,,,,,,,
1771295721528,,,-0.010683084838092327,,,,,,,,,
1771295721573,,,,,0,,,,,,,
1771295721593,,,,0,,,,,,,,
1771295721616,,,,,,12.566377639770508,,,,,,
1771295721637,,,,,,,0,,,,,
1771295721658,,,,,,,,31.318681318681293,,,,
1771295721675,,,,,,,,,0,,,
1771295721698,,,,,,,,,,,0,
1771295721719,,,,,,,,,,0.0366300366300366,,
1771295721746,,,,,,,,,,,,0.004656728822737932
1771295721769,,0,,,,,,,,,,
1771295721789,0,,,,,,,,,,,
