Timestamp,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Brownout Warning,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Primary Encoder Velocity,SparkMax/////825fbe63-969a-45f6-a698-b89e5f86de1a Current,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Brownout Sticky Warning,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Primary Encoder Velocity,SparkMax/////5e2edcf3-cb89-490e-ad3b-ad742be67f38 Current,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Ext EEPROM Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Ext EEPROM Sticky Warning,SparkMax/////e62ff991-025d-4594-b04f-7ead8f58ef50 Current,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Primary Encoder Velocity,SparkMax/////0fbe6779-b3fb-47f4-a4e4-9bb8ac67eb90 Current
1771296634977,,,17.472527472527457,,,,,,,,,
1771296634996,,,,,105.02403259277344,,,,,,,
1771296635014,,,,,,,0,,,,,
1771296635032,,,,,,16.556776556776544,,,,,,
1771296635054,,,,,,,,-104.38619995117188,,,,
1771296635075,,,,,,,,,,23.736263736263716,,
1771296635095,,,,,,,,,0,,,
1771296635115,,,,,,,,,,,0.0015568514354526997,
1771296635134,0,,,,,,,,,,,
1771296635154,,,,,,,,,,,,0
1771296635176,,105.49559783935547,,,,,,,,,,
1771296635196,,,,0,,,,,,,,
1771296635218,,,19.19413919413918,,,,,,,,,
1771296635237,,,,,105.48094177246094,,,,,,,
1771296635258,,,,,,,0,,,,,
1771296635280,,,,,,17.54578754578753,,,,,,
1771296635298,,,,,,,,-103.78767395019531,,,,
1771296635320,,,,,,,,,0,,,
1771296635338,,,,,,,,,,22.124542124542106,,
1771296635361,,,,,,,,,,,0.0015568514354526997,
1771296635378,0,,,,,,,,,,,
1771296635395,,,,,,,,,,,,0
1771296635415,,105.39999389648438,,,,,,,,,,
1771296635436,,,18.937728937728924,,,,,,,,,
1771296635475,,,,0,,,,,,,,
1771296635499,,,,,105.30699920654297,,,,,,,
1771296635519,,,,,,,0,,,,,
1771296635539,,,,,,18.82783882783881,,,,,,
1771296635580,,,,,,,,-105.35301971435547,,,,
1771296635600,,,,,,,,,0,,,
1771296635620,,,,,,,,,,30.03663003663001,,
1771296635639,,,,,,,,,,,0.0015568514354526997,
1771296635659,0,,,,,,,,,,,
1771296635681,,,,,,,,,,,,0
1771296635700,,104.83612060546875,,,,,,,,,,
1771296635721,,,,0,,,,,,,,
1771296635739,,,19.48717948717947,,,,,,,,,
1771296635758,,,,,105.81211853027344,,,,,,,
1771296635778,,,,,,,0,,,,,
1771296635800,,,,,,17.179487179487165,,,,,,
1771296635820,,,,,,,,-104.69998168945312,,,,
1771296635841,,,,,,,,,0,,,
1771296635860,,,,,,,,,,26.59340659340657,,
1771296635882,,,,,,,,,,,0.0015568514354526997,
1771296635904,0,,,,,,,,,,,
1771296635925,,,,,,,,,,,,0
1771296635944,,106.21656799316406,,,,,,,,,,
1771296635966,,,,0,,,,,,,,
1771296635986,,,18.53479853479852,,,,,,,,,
1771296636005,,,,,106.23492431640625,,,,,,,
1771296636025,,,,,,,0,,,,,
1771296636046,,,,,,20.69597069597068,,,,,,
1771296636069,,,,,,,,-102.75538635253906,,,,
1771296636087,,,,,,,,,0,,,
1771296636105,,,,,,,,,,28.53479853479851,,
1771296636124,,,,,,,,,,,0.0015568514354526997,
1771296636145,0,,,,,,,,,,,
1771296636165,,,,,,,,,,,,0
1771296636183,,105.81307983398438,,,,,,,,,,
1771296636203,,,17.179487179487165,,,,,,,,,
1771296636223,,,,0,,,,,,,,
1771296636245,,,,,105.1709976196289,,,,,,,
1771296636269,,,,,,,0,,,,,
1771296636289,,,,,,18.278388278388263,,,,,,
1771296636308,,,,,,,,-102.32778930664062,,,,
1771296636330,,,,,,,,,0,,,
1771296636354,,,,,,,,,,19.48717948717947,,
1771296636375,,,,,,,,,,,0.0015568514354526997,
1771296636401,0,,,,,,,,,,,
1771296636423,,,,,,,,,,,,0
1771296636444,,104.80310821533203,,,,,,,,,,
1771296636465,,,,0,,,,,,,,
1771296636485,,,23.223443223443205,,,,,,,,,
1771296636506,,,,,104.82954406738281,,,,,,,
1771296636524,,,,,,,0,,,,,
1771296636542,,,,,,17.54578754578753,,,,,,
1771296636560,,,,,,,,-104.78832244873047,,,,
1771296636581,,,,,,,,,,28.424908424908402,,
1771296636603,,,,,,,,,0,,,
1771296636642,,,,,,,,,,,0.0015568514354526997,
1771296636660,0,,,,,,,,,,,
1771296636680,,,,,,,,,,,,0
1771296636701,,104.61479187011719,,,,,,,,,,
1771296636722,,,,0,,,,,,,,
1771296636743,,,21.09890109890108,,,,,,,,,
1771296636767,,,,,106.30257415771484,,,,,,,
1771296636787,,,,,,,0,,,,,
1771296636811,,,,,,18.53479853479852,,,,,,
1771296636833,,,,,,,,-105.05361938476562,,,,
1771296636856,,,,,,,,,0,,,
1771296636878,,,,,,,,,,25.714285714285694,,
1771296636899,,,,,,,,,,,0.0015568514354526997,
1771296636922,0,,,,,,,,,,,
1771296636944,,,,,,,,,,,,0
1771296636966,,106.08084106445312,,,,,,,,,,
1771296636985,,,,0,,,,,,,,
1771296637007,,,18.97435897435896,,,,,,,,,
1771296637030,,,,,106.06427001953125,,,,,,,
1771296637053,,,,,,,0,,,,,
1771296637076,,,,,,21.538461538461522,,,,,,
1771296637099,,,,,,,,-102.42996215820312,,,,
1771296637120,,,,,,,,,0,,,
1771296637146,,,,,,,,,,26.666666666666647,,
1771296637171,,,,,,,,,,,0.0015568514354526997,
1771296637195,0,,,,,,,,,,,
1771296637214,,,,,,,,,,,,0
1771296637237,,106.56486511230469,,,,,,,,,,
1771296637261,,,,0,,,,,,,,
1771296637288,,,20.18315018315017,,,,,,,,,
1771296637314,,,,,104.84447479248047,,,,,,,
1771296637340,,,,,,,0,,,,,
1771296637365,,,,,,17.069597069597055,,,,,,
1771296637393,,,,,,,,-104.85187530517578,,,,
1771296637414,,,,,,,,,0,,,
1771296637443,,,,,,,,,,25.567765567765548,,
1771296637473,,,,,,,,,,,0.0015568514354526997,
1771296637496,0,,,,,,,,,,,
1771296637516,,,,,,,,,,,,0
1771296637536,,105.14907836914062,,,,,,,,,,
1771296637555,,,,0,,,,,,,,
1771296637575,,,25.347985347985325,,,,,,,,,
1771296637598,,,,,106.22807312011719,,,,,,,
1771296637619,,,,,,,0,,,,,
1771296637642,,,,,,22.893772893772876,,,,,,
1771296637663,,,,,,,,-102.77825164794922,,,,
1771296637686,,,,,,,,,0,,,
1771296637726,,,,,,,,,,25.31135531135529,,
1771296637745,,,,,,,,,,,0.0015568514354526997,
1771296637764,0,,,,,,,,,,,
1771296637799,,,,,,,,,,,,0
1771296637823,,106.36900329589844,,,,,,,,,,
1771296637843,,,,0,,,,,,,,
1771296637864,,,24.212454212454194,,,,,,,,,
1771296637885,,,,,104.86241912841797,,,,,,,
1771296637906,,,,,,,0,,,,,
